Chromatogram and Results								
								
Injection Details								
Injection Name:		D-St7			Run Time (min):	70.00		
Vial Number:		BA3			Injection Volume:	10.00		
Injection Type:		Unknown			Channel:	ED_1		
Calibration Level:					Wavelength:	n.a.		
Instrument Method:		Starches_Martens et al. 2018			Bandwidth:	n.a.		
Processing Method:		Processing			Dilution Factor:	1.0000		
Injection Date/Time:		28-jan-20 21:40			Sample Weight:	1.0000		
								
Chromatogram								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
Integration Results								
No. 	Peak Name	Retention Time	Area 	Height 	Relative Area 	Relative Height 	Amount 	
		min	nC*min	nC	%	%	n.a.	
ED_1	ED_1	ED_1	ED_1	ED_1	ED_1	ED_1	ED_1	
1  		0.250	0.717	0.249	0.34	0.02	n.a.	
2  		1.250	0.071	1.206	0.03	0.08	n.a.	
3  		1.325	0.332	4.414	0.16	0.30	n.a.	
4  		1.517	0.422	2.483	0.20	0.17	n.a.	
5  		1.717	0.250	1.869	0.12	0.13	n.a.	
6  		1.875	0.499	3.455	0.24	0.24	n.a.	
7  		2.033	0.220	1.696	0.10	0.12	n.a.	
8  		2.167	0.095	1.633	0.04	0.11	n.a.	
9  		2.317	91.051	1027.606	43.02	70.12	n.a.	
10  		2.667	0.681	2.781	0.32	0.19	n.a.	
11  		2.983	0.927	6.511	0.44	0.44	n.a.	
12  		3.275	0.518	2.487	0.24	0.17	n.a.	
13  		3.492	0.633	1.784	0.30	0.12	n.a.	
14  		3.875	0.913	1.608	0.43	0.11	n.a.	
15  		4.517	0.329	1.522	0.16	0.10	n.a.	
16  		4.850	1.237	4.188	0.58	0.29	n.a.	
17  		5.308	1.149	2.249	0.54	0.15	n.a.	
18  		5.925	1.208	1.690	0.57	0.12	n.a.	
19  		6.750	1.321	1.776	0.62	0.12	n.a.	
20  		8.217	40.714	172.494	19.23	11.77	n.a.	
21  		8.617	0.985	1.486	0.47	0.10	n.a.	
22  		9.842	1.069	1.181	0.50	0.08	n.a.	
23  		10.667	0.416	0.925	0.20	0.06	n.a.	
24  		11.042	0.276	0.900	0.13	0.06	n.a.	
25  		11.592	2.608	9.408	1.23	0.64	n.a.	
26  		12.000	1.324	3.345	0.63	0.23	n.a.	
27  		12.442	0.261	1.238	0.12	0.08	n.a.	
28  		12.658	0.309	1.152	0.15	0.08	n.a.	
29  		13.050	0.469	1.092	0.22	0.07	n.a.	
30  		13.942	0.502	0.832	0.24	0.06	n.a.	
31  		14.467	29.794	102.517	14.08	7.00	n.a.	
32  		15.483	0.472	0.675	0.22	0.05	n.a.	
33  		16.050	0.273	0.630	0.13	0.04	n.a.	
34  		16.467	0.168	0.478	0.08	0.03	n.a.	
35  		17.117	2.538	7.418	1.20	0.51	n.a.	
36  		17.825	0.323	1.023	0.15	0.07	n.a.	
37  		18.150	0.513	0.833	0.24	0.06	n.a.	
38  		19.475	25.391	84.296	12.00	5.75	n.a.	
39  		19.942	0.202	0.909	0.10	0.06	n.a.	
40  		20.392	0.225	0.562	0.11	0.04	n.a.	
41  		21.542	0.088	0.271	0.04	0.02	n.a.	
42  		23.283	0.033	0.144	0.02	0.01	n.a.	
43  		23.975	0.009	0.035	0.00	0.00	n.a.	
44  		24.850	0.029	0.122	0.01	0.01	n.a.	
45  		25.833	0.006	0.031	0.00	0.00	n.a.	
46  		26.342	0.033	0.144	0.02	0.01	n.a.	
47  		27.692	0.009	0.038	0.00	0.00	n.a.	
48  		36.725	0.052	0.101	0.02	0.01	n.a.	
Total:			211.666 	1465.490 	100.00 	100.00 		
