Volume	water	STD1	STD 3	Sample
8.983	-110.572	-3536.25	-3504.75	-3519.25
9.000	-110.376	-3535.43	-3503.55	-3519.41
9.017	-111.812	-3535.61	-3504.04	-3520.53
9.033	-113.022	-3536.44	-3504.46	-3519.29
9.050	-113.057	-3535.09	-3503.93	-3516.92
9.067	-113.663	-3534.6	-3504.44	-3516.29
9.083	-115.016	-3533.22	-3504.76	-3517.43
9.100	-115.429	-3533.99	-3503.61	-3518.33
9.117	-115.018	-3532.79	-3503.71	-3517.03
9.133	-115.217	-3534.37	-3504.23	-3517.86
9.150	-115.232	-3534.17	-3505.0	-3518.81
9.167	-115.865	-3534.41	-3505.41	-3517.08
9.183	-117.219	-3534.63	-3505.06	-3516.53
9.200	-118.626	-3534.43	-3504.47	-3518.29
9.217	-119.66	-3534.6	-3504.63	-3519.13
9.233	-120.077	-3535.02	-3504.55	-3518.64
9.250	-120.68	-3534.72	-3504.59	-3518.86
9.267	-121.213	-3535.0	-3505.15	-3516.99
9.283	-121.001	-3534.4	-3506.28	-3517.82
9.300	-121.146	-3534.38	-3507.15	-3516.07
9.317	-121.514	-3534.9	-3507.97	-3515.96
9.333	-121.964	-3535.69	-3509.0	-3515.28
9.350	-122.886	-3533.76	-3508.84	-3515.62
9.367	-124.166	-3534.2	-3509.02	-3515.24
9.383	-124.419	-3533.79	-3509.87	-3514.64
9.400	-124.117	-3533.74	-3510.39	-3513.09
9.417	-125.073	-3533.41	-3510.75	-3513.76
9.433	-126.261	-3533.51	-3509.99	-3515.43
9.450	-126.29	-3532.99	-3509.25	-3515.66
9.467	-126.228	-3531.93	-3508.89	-3516.46
9.483	-126.359	-3531.39	-3508.39	-3515.18
9.500	-126.984	-3533.54	-3508.15	-3515.95
9.517	-128.491	-3532.49	-3508.45	-3516.19
9.533	-128.863	-3532.27	-3508.4	-3515.37
9.550	-129.605	-3532.81	-3508.12	-3515.17
9.567	-128.64	-3533.69	-3508.08	-3514.98
9.583	-127.702	-3534.15	-3508.42	-3515.2
9.600	-128.54	-3533.93	-3508.77	-3513.51
9.617	-129.401	-3534.99	-3509.8	-3513.81
9.633	-129.737	-3536.98	-3510.54	-3514.48
9.650	-130.548	-3536.2	-3510.99	-3514.31
9.667	-131.46	-3535.45	-3511.2	-3513.62
9.683	-132.087	-3536.67	-3511.43	-3512.72
9.700	-132.428	-3535.43	-3511.57	-3514.86
9.717	-131.335	-3534.91	-3511.15	-3513.71
9.733	-131.671	-3535.63	-3510.52	-3514.63
9.750	-132.755	-3536.53	-3509.27	-3515.99
9.767	-132.927	-3536.6	-3508.76	-3514.17
9.783	-132.89	-3536.05	-3508.78	-3514.66
9.800	-133.241	-3534.5	-3508.89	-3514.8
9.817	-133.967	-3533.62	-3509.14	-3515.41
9.833	-134.264	-3534.5	-3509.19	-3516.4
9.850	-134.313	-3535.35	-3509.97	-3516.27
9.867	-134.643	-3535.23	-3510.72	-3515.96
9.883	-134.949	-3533.44	-3509.52	-3516.05
9.900	-136.804	-3534.31	-3508.79	-3516.75
9.917	-136.97	-3535.54	-3509.42	-3515.34
9.933	-136.719	-3534.81	-3509.88	-3514.85
9.950	-138.196	-3535.28	-3509.3	-3514.87
9.967	-138.885	-3535.25	-3508.16	-3513.52
9.983	-139.245	-3535.61	-3508.32	-3514.87
10.000	-139.777	-3535.01	-3509.15	-3515.46
10.017	-139.401	-3535.38	-3509.21	-3516.05
10.033	-139.18	-3536.12	-3509.25	-3516.78
10.050	-139.56	-3536.64	-3509.56	-3516.68
10.067	-139.919	-3537.81	-3509.61	-3516.59
10.083	-141.241	-3537.77	-3509.68	-3516.32
10.100	-142.51	-3538.2	-3510.86	-3514.29
10.117	-142.31	-3538.51	-3511.1	-3514.34
10.133	-142.355	-3539.37	-3511.73	-3513.64
10.150	-142.763	-3539.06	-3511.94	-3514.68
10.167	-142.904	-3538.33	-3510.26	-3513.53
10.183	-143.143	-3537.94	-3509.79	-3513.45
10.200	-144.277	-3538.87	-3510.43	-3513.39
10.217	-144.514	-3537.55	-3511.54	-3514.86
10.233	-144.335	-3538.39	-3512.85	-3515.3
10.250	-144.527	-3538.13	-3513.34	-3514.91
10.267	-144.975	-3537.8	-3512.89	-3515.68
10.283	-145.441	-3538.25	-3512.94	-3514.8
10.300	-145.793	-3537.02	-3512.14	-3515.89
10.317	-146.518	-3536.74	-3511.28	-3515.91
10.333	-146.74	-3537.16	-3512.05	-3514.92
10.350	-147.633	-3538.25	-3513.15	-3515.41
10.367	-148.665	-3537.78	-3513.46	-3514.85
10.383	-148.872	-3538.06	-3513.22	-3514.79
10.400	-149.593	-3538.88	-3511.98	-3516.15
10.417	-149.262	-3539.23	-3511.91	-3515.94
10.433	-149.408	-3539.08	-3512.82	-3516.47
10.450	-150.47	-3539.28	-3512.66	-3518.34
10.467	-151.332	-3539.49	-3513.2	-3519.17
10.483	-152.141	-3540.34	-3513.64	-3517.1
10.500	-152.139	-3539.76	-3514.54	-3517.96
10.517	-152.392	-3540.11	-3516.61	-3518.5
10.533	-152.779	-3539.75	-3516.45	-3519.16
10.550	-153.599	-3539.35	-3514.73	-3519.37
10.567	-153.988	-3539.53	-3513.68	-3520.67
10.583	-155.411	-3539.2	-3512.86	-3521.52
10.600	-157.275	-3541.14	-3512.3	-3522.82
10.617	-157.125	-3541.31	-3511.63	-3520.58
10.633	-156.608	-3541.7	-3511.6	-3520.15
10.650	-157.505	-3542.01	-3511.08	-3519.77
10.667	-158.952	-3542.0	-3510.26	-3520.88
10.683	-160.61	-3543.15	-3509.84	-3520.76
10.700	-160.007	-3543.03	-3509.96	-3523.0
10.717	-160.241	-3542.65	-3509.34	-3521.33
10.733	-161.576	-3540.81	-3508.43	-3520.15
10.750	-162.777	-3540.26	-3508.93	-3523.26
10.767	-164.068	-3540.67	-3509.56	-3523.16
10.783	-164.734	-3541.12	-3509.99	-3522.63
10.800	-164.835	-3540.63	-3510.62	-3522.99
10.817	-165.678	-3539.43	-3511.91	-3522.56
10.833	-166.426	-3540.7	-3512.58	-3521.35
10.850	-167.205	-3541.66	-3512.27	-3523.18
10.867	-167.813	-3541.82	-3511.42	-3524.44
10.883	-169.105	-3542.07	-3510.11	-3524.68
10.900	-171.148	-3542.08	-3510.36	-3522.76
10.917	-172.599	-3542.84	-3510.31	-3523.45
10.933	-174.421	-3543.87	-3509.14	-3525.29
10.950	-175.762	-3542.66	-3508.47	-3523.9
10.967	-176.004	-3543.03	-3509.06	-3524.68
10.983	-177.556	-3542.51	-3509.47	-3524.7
11.000	-178.867	-3542.6	-3509.03	-3524.81
11.017	-180.13	-3542.65	-3508.9	-3524.48
11.033	-182.15	-3544.76	-3508.68	-3524.17
11.050	-185.149	-3543.42	-3508.89	-3524.38
11.067	-186.233	-3543.77	-3509.51	-3523.31
11.083	-186.883	-3543.04	-3510.05	-3523.29
11.100	-188.306	-3541.99	-3510.28	-3522.7
11.117	-191.446	-3542.17	-3509.94	-3525.48
11.133	-194.37	-3541.26	-3509.23	-3524.94
11.150	-194.41	-3543.78	-3509.12	-3525.19
11.167	-195.224	-3545.08	-3509.09	-3523.87
11.183	-197.037	-3544.38	-3508.92	-3525.64
11.200	-199.184	-3542.9	-3508.82	-3526.44
11.217	-201.449	-3542.87	-3509.26	-3525.38
11.233	-203.72	-3543.4	-3509.18	-3526.04
11.250	-205.779	-3543.14	-3508.17	-3526.51
11.267	-207.532	-3542.89	-3508.82	-3527.39
11.283	-209.949	-3544.21	-3509.25	-3527.49
11.300	-212.142	-3545.66	-3508.96	-3527.24
11.317	-214.137	-3546.39	-3509.04	-3527.58
11.333	-216.967	-3547.44	-3509.41	-3527.92
11.350	-219.114	-3546.67	-3509.52	-3527.66
11.367	-221.124	-3545.89	-3508.72	-3528.05
11.383	-223.894	-3545.58	-3508.2	-3527.58
11.400	-226.803	-3547.0	-3508.12	-3528.18
11.417	-230.07	-3547.19	-3507.49	-3527.74
11.433	-232.373	-3546.36	-3507.58	-3528.56
11.450	-234.327	-3546.2	-3507.39	-3529.37
11.467	-236.033	-3544.66	-3506.95	-3528.82
11.483	-239.118	-3544.19	-3507.88	-3529.52
11.500	-241.872	-3544.84	-3507.77	-3530.72
11.517	-244.087	-3545.07	-3507.96	-3530.22
11.533	-247.215	-3544.16	-3508.26	-3529.97
11.550	-249.544	-3544.97	-3507.15	-3530.6
11.567	-253.893	-3544.93	-3507.1	-3531.09
11.583	-258.071	-3544.4	-3508.49	-3531.07
11.600	-260.694	-3545.13	-3509.42	-3530.47
11.617	-264.935	-3544.66	-3510.73	-3533.21
11.633	-268.85	-3546.17	-3512.49	-3532.72
11.650	-272.757	-3546.36	-3512.33	-3533.33
11.667	-276.434	-3545.22	-3511.83	-3533.34
11.683	-280.062	-3545.04	-3512.06	-3533.71
11.700	-283.684	-3544.78	-3511.59	-3534.33
11.717	-287.456	-3544.42	-3511.98	-3533.97
11.733	-292.402	-3546.19	-3512.95	-3533.44
11.750	-297.661	-3545.5	-3513.01	-3532.73
11.767	-301.746	-3544.79	-3513.22	-3532.54
11.783	-305.635	-3545.17	-3513.92	-3532.45
11.800	-309.076	-3545.46	-3514.27	-3532.89
11.817	-314.126	-3545.21	-3513.98	-3532.84
11.833	-319.242	-3545.29	-3512.48	-3533.59
11.850	-323.999	-3546.17	-3512.17	-3533.23
11.867	-327.901	-3545.28	-3512.18	-3531.45
11.883	-332.166	-3545.03	-3511.84	-3532.08
11.900	-336.767	-3546.09	-3512.14	-3533.12
11.917	-342.006	-3545.95	-3512.33	-3533.19
11.933	-347.624	-3545.94	-3512.89	-3532.85
11.950	-353.406	-3546.98	-3513.31	-3533.22
11.967	-358.609	-3547.5	-3513.25	-3533.27
11.983	-362.855	-3546.47	-3513.0	-3532.36
12.000	-367.783	-3546.35	-3514.25	-3533.28
12.017	-373.19	-3545.84	-3514.26	-3534.83
12.033	-378.11	-3546.49	-3513.56	-3534.19
12.050	-383.642	-3546.97	-3513.68	-3533.35
12.067	-389.413	-3547.08	-3514.72	-3532.67
12.083	-394.951	-3545.79	-3515.49	-3532.97
12.100	-401.532	-3546.67	-3515.75	-3534.43
12.117	-407.177	-3545.56	-3516.52	-3534.95
12.133	-413.424	-3545.25	-3517.05	-3535.54
12.150	-419.684	-3545.41	-3517.62	-3533.16
12.167	-426.139	-3544.77	-3517.66	-3533.66
12.183	-432.313	-3546.12	-3517.69	-3533.76
12.200	-438.118	-3546.01	-3518.05	-3532.68
12.217	-444.802	-3546.15	-3518.61	-3533.89
12.233	-452.115	-3546.32	-3517.76	-3534.46
12.250	-458.233	-3545.58	-3517.12	-3535.01
12.267	-464.424	-3546.0	-3517.33	-3534.58
12.283	-471.078	-3545.08	-3517.0	-3534.72
12.300	-479.299	-3544.71	-3516.83	-3534.52
12.317	-487.022	-3545.2	-3517.16	-3534.27
12.333	-493.775	-3544.8	-3516.45	-3533.91
12.350	-499.86	-3544.78	-3515.77	-3533.83
12.367	-506.945	-3545.38	-3516.21	-3534.81
12.383	-514.878	-3545.57	-3516.45	-3533.81
12.400	-522.121	-3546.76	-3515.57	-3534.19
12.417	-529.656	-3546.53	-3515.53	-3535.46
12.433	-537.978	-3546.13	-3515.79	-3537.31
12.450	-545.789	-3544.92	-3516.03	-3536.27
12.467	-552.571	-3545.07	-3516.71	-3536.1
12.483	-559.335	-3545.59	-3517.18	-3535.39
12.500	-567.109	-3546.54	-3516.53	-3535.58
12.517	-575.447	-3546.21	-3515.55	-3536.22
12.533	-582.674	-3544.49	-3514.62	-3534.46
12.550	-590.16	-3544.86	-3514.03	-3534.12
12.567	-599.395	-3546.42	-3514.18	-3533.72
12.583	-608.928	-3547.08	-3514.78	-3532.87
12.600	-616.272	-3548.19	-3514.08	-3530.29
12.617	-624.44	-3548.26	-3513.67	-3529.78
12.633	-633.447	-3547.54	-3513.88	-3527.6
12.650	-642.787	-3546.37	-3513.28	-3527.15
12.667	-652.22	-3546.66	-3512.8	-3527.14
12.683	-661.057	-3546.12	-3512.68	-3526.08
12.700	-671.122	-3546.34	-3512.56	-3524.51
12.717	-680.452	-3547.51	-3512.26	-3523.78
12.733	-689.764	-3546.9	-3512.86	-3520.73
12.750	-698.2	-3545.89	-3512.16	-3519.08
12.767	-706.625	-3547.21	-3511.18	-3517.02
12.783	-715.201	-3546.27	-3511.31	-3516.0
12.800	-724.035	-3547.34	-3511.17	-3515.03
12.817	-733.172	-3547.41	-3510.59	-3513.63
12.833	-743.828	-3547.81	-3510.33	-3511.43
12.850	-753.457	-3546.58	-3511.16	-3508.56
12.867	-762.921	-3547.56	-3511.21	-3505.75
12.883	-773.594	-3546.52	-3510.21	-3504.24
12.900	-784.603	-3545.33	-3509.94	-3501.47
12.917	-795.228	-3544.83	-3510.12	-3497.94
12.933	-803.969	-3543.49	-3509.43	-3495.36
12.950	-813.514	-3545.21	-3508.97	-3493.26
12.967	-824.832	-3545.78	-3508.78	-3491.26
12.983	-836.541	-3544.59	-3508.38	-3487.05
13.000	-846.406	-3544.71	-3508.45	-3482.43
13.017	-855.684	-3544.0	-3508.59	-3479.34
13.033	-864.848	-3543.73	-3508.53	-3475.0
13.050	-875.258	-3544.77	-3508.76	-3471.61
13.067	-885.439	-3545.3	-3508.82	-3466.35
13.083	-894.704	-3545.65	-3508.48	-3463.02
13.100	-904.922	-3543.7	-3509.08	-3457.39
13.117	-916.142	-3542.36	-3508.64	-3453.65
13.133	-927.86	-3541.92	-3507.6	-3450.14
13.150	-939.077	-3542.28	-3508.35	-3446.14
13.167	-951.076	-3542.32	-3508.61	-3438.76
13.183	-962.967	-3543.04	-3507.46	-3433.71
13.200	-973.427	-3542.32	-3506.9	-3429.03
13.217	-984.645	-3540.77	-3507.92	-3424.21
13.233	-998.008	-3541.26	-3507.55	-3419.16
13.250	-1009.38	-3541.1	-3507.24	-3413.24
13.267	-1020.58	-3541.01	-3507.8	-3408.07
13.283	-1031.97	-3541.82	-3508.16	-3401.21
13.300	-1042.48	-3541.04	-3507.7	-3395.21
13.317	-1053.94	-3540.29	-3506.91	-3389.25
13.333	-1065.98	-3540.31	-3506.08	-3382.69
13.350	-1079.05	-3540.53	-3506.88	-3375.81
13.367	-1091.22	-3542.21	-3508.32	-3371.12
13.383	-1102.59	-3541.43	-3508.26	-3364.41
13.400	-1114.26	-3541.29	-3507.45	-3358.01
13.417	-1127.3	-3540.44	-3506.81	-3351.17
13.433	-1139.98	-3539.32	-3506.96	-3343.62
13.450	-1151.35	-3538.49	-3506.57	-3335.93
13.467	-1163.23	-3538.38	-3506.22	-3327.73
13.483	-1174.41	-3539.83	-3506.57	-3321.2
13.500	-1186.28	-3540.78	-3506.65	-3313.48
13.517	-1198.15	-3539.75	-3506.99	-3303.75
13.533	-1209.47	-3538.33	-3506.7	-3296.56
13.550	-1221.87	-3537.69	-3506.93	-3287.46
13.567	-1234.87	-3538.8	-3507.14	-3278.04
13.583	-1247.68	-3537.99	-3506.89	-3268.13
13.600	-1258.26	-3537.82	-3507.05	-3260.65
13.617	-1270.37	-3536.05	-3507.67	-3251.08
13.633	-1283.8	-3535.71	-3507.54	-3238.95
13.650	-1296.75	-3537.12	-3507.76	-3228.37
13.667	-1309.67	-3537.1	-3508.35	-3217.82
13.683	-1321.8	-3536.21	-3508.58	-3208.32
13.700	-1333.18	-3536.06	-3508.31	-3196.71
13.717	-1345.17	-3536.3	-3507.99	-3185.81
13.733	-1357.29	-3536.09	-3507.58	-3173.0
13.750	-1369.96	-3535.17	-3507.79	-3160.47
13.767	-1383.11	-3534.71	-3507.63	-3149.06
13.783	-1395.95	-3534.6	-3506.04	-3135.46
13.800	-1408.57	-3534.37	-3504.96	-3121.45
13.817	-1420.26	-3534.09	-3504.88	-3109.01
13.833	-1433.43	-3533.66	-3506.77	-3094.15
13.850	-1447.2	-3532.69	-3507.42	-3081.87
13.867	-1460.39	-3532.24	-3506.24	-3068.43
13.883	-1472.74	-3532.16	-3505.95	-3055.93
13.900	-1485.0	-3532.31	-3505.8	-3043.33
13.917	-1497.9	-3531.41	-3505.09	-3028.99
13.933	-1510.8	-3529.92	-3503.34	-3016.0
13.950	-1522.43	-3529.3	-3501.91	-3000.84
13.967	-1534.48	-3528.6	-3501.73	-2986.64
13.983	-1546.88	-3527.54	-3500.33	-2971.3
14.000	-1559.87	-3525.61	-3497.54	-2956.69
14.017	-1572.46	-3523.18	-3495.97	-2943.77
14.033	-1584.87	-3522.43	-3494.5	-2930.2
14.050	-1597.62	-3522.41	-3490.89	-2915.57
14.067	-1610.67	-3519.73	-3486.97	-2901.97
14.083	-1624.19	-3518.93	-3483.84	-2888.99
14.100	-1636.62	-3517.26	-3480.62	-2874.98
14.117	-1648.47	-3514.99	-3476.56	-2861.9
14.133	-1660.48	-3513.61	-3471.76	-2850.84
14.150	-1672.91	-3511.89	-3466.73	-2839.81
14.167	-1684.46	-3508.21	-3460.65	-2825.47
14.183	-1696.68	-3506.65	-3452.56	-2813.6
14.200	-1709.55	-3504.1	-3442.79	-2800.99
14.217	-1722.35	-3501.41	-3432.77	-2791.06
14.233	-1734.21	-3499.95	-3423.24	-2778.01
14.250	-1746.53	-3497.58	-3412.55	-2766.43
14.267	-1759.57	-3492.48	-3400.17	-2754.2
14.283	-1771.59	-3488.16	-3387.57	-2742.36
14.300	-1783.71	-3484.78	-3373.7	-2734.66
14.317	-1794.98	-3479.02	-3358.71	-2723.01
14.333	-1805.19	-3473.9	-3342.1	-2711.93
14.350	-1816.16	-3468.89	-3322.91	-2701.28
14.367	-1827.49	-3465.88	-3302.38	-2689.21
14.383	-1839.08	-3461.32	-3279.55	-2675.12
14.400	-1850.42	-3457.5	-3254.76	-2662.67
14.417	-1863.18	-3452.35	-3229.66	-2651.45
14.433	-1876.19	-3447.51	-3203.36	-2640.27
14.450	-1888.84	-3441.07	-3175.62	-2629.19
14.467	-1898.5	-3433.97	-3144.64	-2617.49
14.483	-1909.49	-3427.59	-3111.48	-2604.37
14.500	-1921.5	-3421.5	-3078.09	-2591.73
14.517	-1932.59	-3414.69	-3042.52	-2579.05
14.533	-1944.15	-3406.52	-3005.16	-2566.52
14.550	-1956.29	-3399.85	-2965.48	-2552.47
14.567	-1966.88	-3391.96	-2923.45	-2539.17
14.583	-1977.66	-3385.44	-2879.51	-2527.53
14.600	-1989.65	-3377.13	-2833.82	-2512.61
14.617	-2001.26	-3367.71	-2785.54	-2499.98
14.633	-2011.8	-3360.34	-2738.26	-2487.32
14.650	-2023.47	-3352.12	-2690.4	-2471.12
14.667	-2035.63	-3344.27	-2638.64	-2455.22
14.683	-2046.24	-3335.96	-2585.64	-2440.81
14.700	-2057.46	-3327.73	-2532.28	-2427.65
14.717	-2069.33	-3316.73	-2478.69	-2412.52
14.733	-2080.01	-3306.05	-2424.52	-2398.75
14.750	-2091.31	-3297.17	-2369.53	-2381.81
14.767	-2102.0	-3285.28	-2313.01	-2366.63
14.783	-2112.46	-3273.83	-2257.43	-2351.31
14.800	-2123.74	-3262.43	-2201.68	-2334.81
14.817	-2134.67	-3250.47	-2145.42	-2319.18
14.833	-2145.21	-3237.3	-2088.13	-2301.79
14.850	-2156.56	-3224.26	-2031.2	-2286.59
14.867	-2166.85	-3213.05	-1975.0	-2270.44
14.883	-2176.95	-3200.48	-1920.3	-2254.42
14.900	-2188.96	-3187.81	-1867.67	-2238.26
14.917	-2200.05	-3175.26	-1816.61	-2220.51
14.933	-2209.79	-3160.65	-1766.25	-2204.04
14.950	-2218.52	-3146.07	-1716.35	-2188.13
14.967	-2228.29	-3129.73	-1669.28	-2169.19
14.983	-2239.1	-3114.21	-1624.55	-2153.2
15.000	-2249.44	-3100.69	-1579.44	-2135.95
15.017	-2258.83	-3085.3	-1537.32	-2117.22
15.033	-2267.92	-3070.88	-1497.33	-2099.12
15.050	-2277.89	-3054.75	-1460.02	-2082.2
15.067	-2288.27	-3038.71	-1425.69	-2063.03
15.083	-2298.32	-3023.06	-1394.53	-2043.32
15.100	-2307.93	-3007.91	-1365.74	-2027.58
15.117	-2318.15	-2992.01	-1339.72	-2009.23
15.133	-2328.25	-2973.92	-1316.11	-1990.1
15.150	-2338.92	-2957.63	-1295.42	-1972.84
15.167	-2348.3	-2942.61	-1278.1	-1955.22
15.183	-2358.43	-2924.66	-1264.27	-1937.77
15.200	-2367.87	-2907.29	-1252.63	-1921.97
15.217	-2377.42	-2890.44	-1245.88	-1905.91
15.233	-2387.86	-2874.43	-1243.04	-1887.78
15.250	-2398.15	-2854.22	-1241.46	-1868.69
15.267	-2406.78	-2836.43	-1242.57	-1852.44
15.283	-2414.86	-2818.95	-1247.33	-1839.02
15.300	-2424.57	-2801.5	-1254.42	-1823.49
15.317	-2433.03	-2784.81	-1264.39	-1804.72
15.333	-2441.57	-2768.08	-1277.77	-1789.05
15.350	-2450.99	-2751.86	-1294.02	-1775.39
15.367	-2460.55	-2732.18	-1312.87	-1760.49
15.383	-2468.84	-2713.73	-1333.86	-1741.48
15.400	-2477.31	-2697.98	-1356.44	-1727.44
15.417	-2487.2	-2680.28	-1381.0	-1711.87
15.433	-2496.75	-2662.33	-1407.47	-1696.7
15.450	-2504.93	-2643.19	-1437.39	-1682.21
15.467	-2513.06	-2625.4	-1467.3	-1669.07
15.483	-2520.7	-2609.24	-1497.99	-1656.22
15.500	-2528.25	-2592.72	-1531.86	-1642.08
15.517	-2537.07	-2574.53	-1566.98	-1626.78
15.533	-2544.09	-2557.05	-1603.77	-1613.18
15.550	-2550.86	-2539.34	-1641.64	-1599.86
15.567	-2559.11	-2522.86	-1679.25	-1587.07
15.583	-2568.75	-2506.17	-1718.45	-1575.55
15.600	-2576.88	-2488.87	-1758.43	-1563.78
15.617	-2583.77	-2471.31	-1798.18	-1552.82
15.633	-2590.58	-2455.02	-1837.58	-1538.01
15.650	-2599.14	-2439.85	-1877.14	-1528.46
15.667	-2608.02	-2424.12	-1917.84	-1518.44
15.683	-2615.31	-2410.78	-1959.31	-1507.02
15.700	-2621.52	-2395.96	-2000.76	-1497.02
15.717	-2629.03	-2382.24	-2041.96	-1488.28
15.733	-2636.44	-2368.8	-2084.45	-1479.71
15.750	-2644.33	-2354.45	-2127.27	-1471.32
15.767	-2653.99	-2341.95	-2167.74	-1462.06
15.783	-2661.34	-2329.24	-2206.73	-1450.3
15.800	-2668.38	-2316.02	-2244.49	-1441.77
15.817	-2677.06	-2304.53	-2281.62	-1432.29
15.833	-2683.79	-2295.01	-2319.64	-1424.53
15.850	-2689.33	-2284.25	-2357.04	-1417.15
15.867	-2695.39	-2274.23	-2393.65	-1410.11
15.883	-2702.7	-2267.92	-2428.95	-1402.61
15.900	-2709.53	-2260.31	-2462.81	-1395.07
15.917	-2717.55	-2253.76	-2496.61	-1385.41
15.933	-2724.63	-2246.88	-2530.08	-1379.1
15.950	-2731.11	-2241.35	-2562.9	-1372.01
15.967	-2737.45	-2237.29	-2595.26	-1364.66
15.983	-2742.54	-2233.56	-2626.22	-1356.87
16.000	-2748.92	-2230.6	-2655.44	-1348.55
16.017	-2756.6	-2228.83	-2683.08	-1342.03
16.033	-2763.61	-2226.77	-2709.65	-1335.5
16.050	-2769.98	-2225.86	-2735.94	-1330.02
16.067	-2775.69	-2226.61	-2760.9	-1322.04
16.083	-2781.84	-2228.88	-2785.18	-1318.04
16.100	-2789.34	-2231.94	-2809.87	-1311.26
16.117	-2795.62	-2235.99	-2834.85	-1304.35
16.133	-2800.95	-2239.96	-2858.49	-1297.06
16.150	-2806.53	-2244.8	-2880.75	-1291.75
16.167	-2811.82	-2252.5	-2902.12	-1283.48
16.183	-2816.76	-2259.47	-2922.91	-1274.84
16.200	-2823.13	-2266.61	-2942.95	-1268.02
16.217	-2829.59	-2273.98	-2962.53	-1259.64
16.233	-2835.14	-2283.82	-2981.6	-1252.38
16.250	-2841.62	-2293.78	-2998.8	-1246.26
16.267	-2847.44	-2304.98	-3014.19	-1240.24
16.283	-2853.06	-2316.65	-3030.34	-1232.53
16.300	-2859.2	-2327.77	-3045.6	-1225.62
16.317	-2865.18	-2338.37	-3060.11	-1218.86
16.333	-2869.27	-2352.02	-3073.84	-1210.14
16.350	-2874.64	-2365.67	-3087.69	-1201.73
16.367	-2880.28	-2379.66	-3101.68	-1195.34
16.383	-2884.65	-2394.94	-3114.25	-1188.5
16.400	-2889.57	-2407.04	-3126.65	-1181.13
16.417	-2895.09	-2421.93	-3138.19	-1172.42
16.433	-2900.36	-2438.74	-3149.19	-1164.15
16.450	-2906.03	-2454.92	-3159.91	-1156.23
16.467	-2912.3	-2469.78	-3170.9	-1148.03
16.483	-2916.22	-2485.78	-3181.82	-1140.04
16.500	-2920.78	-2502.1	-3190.69	-1129.9
16.517	-2925.78	-2518.38	-3199.19	-1121.24
16.533	-2931.02	-2534.51	-3208.12	-1110.99
16.550	-2936.89	-2551.64	-3216.75	-1100.26
16.567	-2942.19	-2570.52	-3225.46	-1092.92
16.583	-2945.21	-2585.67	-3233.81	-1082.94
16.600	-2948.4	-2601.31	-3241.42	-1074.12
16.617	-2953.15	-2617.62	-3248.24	-1064.62
16.633	-2958.01	-2633.93	-3255.26	-1053.29
16.650	-2962.62	-2649.45	-3261.3	-1043.28
16.667	-2966.77	-2666.01	-3265.95	-1034.11
16.683	-2970.3	-2682.56	-3270.99	-1022.65
16.700	-2974.83	-2698.48	-3275.63	-1013.16
16.717	-2980.42	-2712.56	-3280.83	-1003.96
16.733	-2984.31	-2727.9	-3286.07	-993.371
16.750	-2987.68	-2743.14	-3291.62	-981.812
16.767	-2992.36	-2757.99	-3297.46	-971.372
16.783	-2996.62	-2770.92	-3300.8	-960.796
16.800	-3000.28	-2783.96	-3302.53	-950.552
16.817	-3005.55	-2799.78	-3304.25	-940.315
16.833	-3010.62	-2815.08	-3305.9	-927.169
16.850	-3014.71	-2827.78	-3307.75	-917.684
16.867	-3017.9	-2841.88	-3308.99	-908.666
16.883	-3021.17	-2853.7	-3308.98	-898.06
16.900	-3026.64	-2865.87	-3308.58	-889.684
16.917	-3030.42	-2878.57	-3308.91	-879.476
16.933	-3033.93	-2891.92	-3308.6	-868.844
16.950	-3037.42	-2904.22	-3306.29	-859.902
16.967	-3040.45	-2916.22	-3302.98	-851.258
16.983	-3043.85	-2927.49	-3299.33	-840.6
17.000	-3047.51	-2938.63	-3295.78	-830.669
17.017	-3051.46	-2949.71	-3292.56	-821.75
17.033	-3056.13	-2959.34	-3287.01	-813.037
17.050	-3059.75	-2970.08	-3279.5	-800.409
17.067	-3061.71	-2981.89	-3271.48	-790.623
17.083	-3064.84	-2992.07	-3262.61	-781.014
17.100	-3069.53	-3001.45	-3252.3	-770.744
17.117	-3074.11	-3010.8	-3239.8	-761.803
17.133	-3078.0	-3019.41	-3227.49	-755.594
17.150	-3081.55	-3029.02	-3214.1	-748.413
17.167	-3084.88	-3037.61	-3198.53	-738.968
17.183	-3087.49	-3047.35	-3180.91	-732.223
17.200	-3089.76	-3056.52	-3160.79	-723.349
17.217	-3092.24	-3066.78	-3138.47	-716.893
17.233	-3096.14	-3074.11	-3115.57	-710.571
17.250	-3099.81	-3082.2	-3091.55	-702.895
17.267	-3103.02	-3089.36	-3065.4	-695.788
17.283	-3105.72	-3096.13	-3037.28	-689.762
17.300	-3108.7	-3105.45	-3007.02	-683.69
17.317	-3112.12	-3113.24	-2974.81	-677.634
17.333	-3114.95	-3120.52	-2939.68	-671.686
17.350	-3118.56	-3127.69	-2901.22	-665.748
17.367	-3122.28	-3135.29	-2861.2	-660.629
17.383	-3126.14	-3142.26	-2819.66	-654.376
17.400	-3128.45	-3150.37	-2775.41	-648.757
17.417	-3130.13	-3155.56	-2729.65	-645.486
17.433	-3131.51	-3163.44	-2682.31	-642.166
17.450	-3134.16	-3170.73	-2631.25	-637.246
17.467	-3138.13	-3176.7	-2577.54	-634.884
