File Path	chrom://pc-9x9lfs2/ChromeleonLocal/Instrument Data/ICS-6000/Sequence/MD18-Full.seq/613.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	D-St6
Injection Number	3
Position	BA2
Comment	
Processing Method	Processing
Instrument Method	Starches_Martens et al. 2018
Type	Unknown
Status	Finished
Injection Date	28-1-2020
Injection Time	20:11:51
Injection Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	70.000000
Data Points	8401
Detector	EDet1
Generating Data System	Chromeleon 7.2.9.11323
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-1.530200
Signal Max.	1.447.830172
Channel	ED_1
Driver Name	DC-6000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
1.191667	0.5	-0.003350
1.200000	0.5	-0.000650
1.208333	0.5	-0.001500
1.216667	0.5	-0.001150
1.225000	0.5	-0.002300
1.233333	0.5	-0.002400
1.241667	0.5	-0.000950
1.250000	0.5	-0.002900
1.258333	0.5	-0.004000
1.266667	0.5	-0.045850
1.275000	0.5	-0.291250
1.283333	0.5	-1.007150
1.291667	0.5	-1.530200
1.300000	0.5	-0.917750
1.308333	0.5	0.524400
1.316667	0.5	1.974900
1.325000	0.5	2.819700
1.333333	0.5	2.930500
1.341667	0.5	2.574950
1.350000	0.5	2.045100
1.358333	0.5	1.515500
1.366667	0.5	1.079100
1.375000	0.5	0.729750
1.383333	0.5	0.473900
1.391667	0.5	0.298550
1.400000	0.5	0.182550
1.408333	0.5	0.114650
1.416667	0.5	0.079450
1.425000	0.5	0.077100
1.433333	0.5	0.100650
1.441667	0.5	0.154000
1.450000	0.5	0.235550
1.458333	0.5	0.348700
1.466667	0.5	0.496150
1.475000	0.5	0.681750
1.483333	0.5	0.928000
1.491667	0.5	1.233400
1.500000	0.5	1.559900
1.508333	0.5	1.833000
1.516667	0.5	1.973950
1.525000	0.5	1.957700
1.533333	0.5	1.813750
1.541667	0.5	1.594800
1.550000	0.5	1.370750
1.558333	0.5	1.168000
1.566667	0.5	1.002300
1.575000	0.5	0.867700
1.583333	0.5	0.756450
1.591667	0.5	0.657150
1.600000	0.5	0.569000
1.608333	0.5	0.492850
1.616667	0.5	0.430250
1.625000	0.5	0.380250
1.633333	0.5	0.341000
1.641667	0.5	0.321200
1.650000	0.5	0.321350
1.658333	0.5	0.348900
1.666667	0.5	0.406500
1.675000	0.5	0.491800
1.683333	0.5	0.599600
1.691667	0.5	0.714000
1.700000	0.5	0.808600
1.708333	0.5	0.867000
1.716667	0.5	0.883600
1.725000	0.5	0.861850
1.733333	0.5	0.815600
1.741667	0.5	0.754050
1.750000	0.5	0.691650
1.758333	0.5	0.631750
1.766667	0.5	0.577950
1.775000	0.5	0.536100
1.783333	0.5	0.506700
1.791667	0.5	0.499150
1.800000	0.5	0.521000
1.808333	0.5	0.590650
1.816667	0.5	0.722100
1.825000	0.5	0.959300
1.833333	0.5	1.371100
1.841667	0.5	2.033150
1.850000	0.5	2.960200
1.858333	0.5	4.032750
1.866667	0.5	5.007050
1.875000	0.5	5.621850
1.883333	0.5	5.745900
1.891667	0.5	5.392500
1.900000	0.5	4.721600
1.908333	0.5	3.928900
1.916667	0.5	3.145200
1.925000	0.5	2.474200
1.933333	0.5	1.936850
1.941667	0.5	1.534250
1.950000	0.5	1.236300
1.958333	0.5	1.016850
1.966667	0.5	0.857050
1.975000	0.5	0.737100
1.983333	0.5	0.646300
1.991667	0.5	0.583250
2.000000	0.5	0.541950
2.008333	0.5	0.522600
2.016667	0.5	0.516450
2.025000	0.5	0.519550
2.033333	0.5	0.523750
2.041667	0.5	0.522150
2.050000	0.5	0.511150
2.058333	0.5	0.491000
2.066667	0.5	0.461900
2.075000	0.5	0.428650
2.083333	0.5	0.395850
2.091667	0.5	0.368350
2.100000	0.5	0.345800
2.108333	0.5	0.333300
2.116667	0.5	0.330050
2.125000	0.5	0.332850
2.133333	0.5	0.350000
2.141667	0.5	0.373400
2.150000	0.5	0.392400
2.158333	0.5	0.411100
2.166667	0.5	0.417600
2.175000	0.5	0.411600
2.183333	0.5	0.397300
2.191667	0.5	0.383900
2.200000	0.5	0.424400
2.208333	0.5	0.660400
2.216667	0.5	1.646350
2.225000	0.5	5.148050
2.233333	0.5	16.200050
2.241667	0.5	47.187451
2.250000	0.5	121.695102
2.258333	0.5	171.278503
2.266667	0.5	530.161758
2.275000	0.5	809.847262
2.283333	0.5	1042.508516
2.291667	0.5	1220.838118
2.300000	0.5	1350.358670
2.308333	0.5	1426.918671
2.316667	0.5	1447.830172
2.325000	0.5	1421.402121
2.333333	0.5	1358.263520
2.341667	0.5	1266.834119
2.350000	0.5	1149.248767
2.358333	0.5	1001.320665
2.366667	0.5	820.937562
2.375000	0.5	623.241059
2.383333	0.5	440.531857
2.391667	0.5	298.157504
2.400000	0.5	196.953953
2.408333	0.5	129.799752
2.416667	0.5	86.421951
2.425000	0.5	58.606551
2.433333	0.5	40.685401
2.441667	0.5	29.691300
2.450000	0.5	22.315250
2.458333	0.5	17.444900
2.466667	0.5	14.195950
2.475000	0.5	12.007850
2.483333	0.5	10.486400
2.491667	0.5	9.350500
2.500000	0.5	8.419250
2.508333	0.5	7.583500
2.516667	0.5	6.770850
2.525000	0.5	5.984700
2.533333	0.5	5.233050
2.541667	0.5	4.546750
2.550000	0.5	3.950900
2.558333	0.5	3.452250
2.566667	0.5	3.054100
2.575000	0.5	2.743000
2.583333	0.5	2.509800
2.591667	0.5	2.346500
2.600000	0.5	2.246100
2.608333	0.5	2.205100
2.616667	0.5	2.218750
2.625000	0.5	2.276650
2.633333	0.5	2.368050
2.641667	0.5	2.470000
2.650000	0.5	2.563550
2.658333	0.5	2.617150
2.666667	0.5	2.630500
2.675000	0.5	2.598700
2.683333	0.5	2.525850
2.691667	0.5	2.427700
2.700000	0.5	2.322200
2.708333	0.5	2.221600
2.716667	0.5	2.132150
2.725000	0.5	2.059400
2.733333	0.5	1.995850
2.741667	0.5	1.939850
2.750000	0.5	1.888700
2.758333	0.5	1.837050
2.766667	0.5	1.784050
2.775000	0.5	1.730200
2.783333	0.5	1.669850
2.791667	0.5	1.611150
2.800000	0.5	1.549950
2.808333	0.5	1.488850
2.816667	0.5	1.431850
2.825000	0.5	1.379800
2.833333	0.5	1.334900
2.841667	0.5	1.294500
2.850000	0.5	1.256050
2.858333	0.5	1.223700
2.866667	0.5	1.197200
2.875000	0.5	1.181100
2.883333	0.5	1.183200
2.891667	0.5	1.214300
2.900000	0.5	1.294800
2.908333	0.5	1.462600
2.916667	0.5	1.764450
2.925000	0.5	2.263900
2.933333	0.5	3.048850
2.941667	0.5	4.181000
2.950000	0.5	5.709000
2.958333	0.5	7.575400
2.966667	0.5	9.569250
2.975000	0.5	11.292850
2.983333	0.5	12.280100
2.991667	0.5	12.271300
3.000000	0.5	11.334650
3.008333	0.5	9.804750
3.016667	0.5	8.104700
3.025000	0.5	6.534550
3.033333	0.5	5.249750
3.041667	0.5	4.269350
3.050000	0.5	3.555600
3.058333	0.5	3.047950
3.066667	0.5	2.671000
3.075000	0.5	2.374400
3.083333	0.5	2.109700
3.091667	0.5	1.857800
3.100000	0.5	1.621250
3.108333	0.5	1.412950
3.116667	0.5	1.241550
3.125000	0.5	1.103350
3.133333	0.5	1.005900
3.141667	0.5	0.940050
3.150000	0.5	0.898900
3.158333	0.5	0.884600
3.166667	0.5	0.890650
3.175000	0.5	0.914500
3.183333	0.5	0.965200
3.191667	0.5	1.039250
3.200000	0.5	1.146300
3.208333	0.5	1.277550
3.216667	0.5	1.436650
3.225000	0.5	1.616100
3.233333	0.5	1.801850
3.241667	0.5	1.984450
3.250000	0.5	2.145400
3.258333	0.5	2.273100
3.266667	0.5	2.355900
3.275000	0.5	2.381350
3.283333	0.5	2.354300
3.291667	0.5	2.275550
3.300000	0.5	2.152800
3.308333	0.5	1.996950
3.316667	0.5	1.821100
3.325000	0.5	1.642450
3.333333	0.5	1.466550
3.341667	0.5	1.304850
3.350000	0.5	1.162450
3.358333	0.5	1.044850
3.366667	0.5	0.948600
3.375000	0.5	0.871000
3.383333	0.5	0.816300
3.391667	0.5	0.776500
3.400000	0.5	0.751500
3.408333	0.5	0.735250
3.416667	0.5	0.734250
3.425000	0.5	0.734200
3.433333	0.5	0.739700
3.441667	0.5	0.752650
3.450000	0.5	0.767000
3.458333	0.5	0.784050
3.466667	0.5	0.803100
3.475000	0.5	0.820700
3.483333	0.5	0.837400
3.491667	0.5	0.848450
3.500000	0.5	0.854800
3.508333	0.5	0.857400
3.516667	0.5	0.849200
3.525000	0.5	0.838250
3.533333	0.5	0.821900
3.541667	0.5	0.802750
3.550000	0.5	0.779750
3.558333	0.5	0.758150
3.566667	0.5	0.736600
3.575000	0.5	0.716200
3.583333	0.5	0.696500
3.591667	0.5	0.680300
3.600000	0.5	0.666000
3.608333	0.5	0.652000
3.616667	0.5	0.639050
3.625000	0.5	0.630250
3.633333	0.5	0.617600
3.641667	0.5	0.606750
3.650000	0.5	0.600200
3.658333	0.5	0.591250
3.666667	0.5	0.586100
3.675000	0.5	0.578850
3.683333	0.5	0.570150
3.691667	0.5	0.562300
3.700000	0.5	0.557400
3.708333	0.5	0.554400
3.716667	0.5	0.548450
3.725000	0.5	0.543700
3.733333	0.5	0.543950
3.741667	0.5	0.541200
3.750000	0.5	0.539750
3.758333	0.5	0.540050
3.766667	0.5	0.539300
3.775000	0.5	0.540250
3.783333	0.5	0.541050
3.791667	0.5	0.544600
3.800000	0.5	0.549050
3.808333	0.5	0.553350
3.816667	0.5	0.558300
3.825000	0.5	0.558200
3.833333	0.5	0.561500
3.841667	0.5	0.560750
3.850000	0.5	0.561950
3.858333	0.5	0.561250
3.866667	0.5	0.560150
3.875000	0.5	0.558750
3.883333	0.5	0.552850
3.891667	0.5	0.551250
3.900000	0.5	0.549550
3.908333	0.5	0.547600
3.916667	0.5	0.543200
3.925000	0.5	0.538950
3.933333	0.5	0.540000
3.941667	0.5	0.539900
3.950000	0.5	0.528750
3.958333	0.5	0.527000
3.966667	0.5	0.523150
3.975000	0.5	0.520050
3.983333	0.5	0.516250
3.991667	0.5	0.517600
4.000000	0.5	0.514250
4.008333	0.5	0.513600
4.016667	0.5	0.513500
4.025000	0.5	0.513350
4.033333	0.5	0.509700
4.041667	0.5	0.508200
4.050000	0.5	0.508550
4.058333	0.5	0.508550
4.066667	0.5	0.507600
4.075000	0.5	0.506300
4.083333	0.5	0.503700
4.091667	0.5	0.502000
4.100000	0.5	0.501700
4.108333	0.5	0.501200
4.116667	0.5	0.497800
4.125000	0.5	0.496050
4.133333	0.5	0.494300
4.141667	0.5	0.493850
4.150000	0.5	0.492900
4.158333	0.5	0.492800
4.166667	0.5	0.491350
4.175000	0.5	0.492400
4.183333	0.5	0.495400
4.191667	0.5	0.495100
4.200000	0.5	0.490950
4.208333	0.5	0.493000
4.216667	0.5	0.489200
4.225000	0.5	0.490150
4.233333	0.5	0.486550
4.241667	0.5	0.486950
4.250000	0.5	0.486150
4.258333	0.5	0.485600
4.266667	0.5	0.483250
4.275000	0.5	0.482850
4.283333	0.5	0.482400
4.291667	0.5	0.478500
4.300000	0.5	0.475900
4.308333	0.5	0.473850
4.316667	0.5	0.471400
4.325000	0.5	0.472200
4.333333	0.5	0.469450
4.341667	0.5	0.467500
4.350000	0.5	0.466150
4.358333	0.5	0.463250
4.366667	0.5	0.462950
4.375000	0.5	0.463900
4.383333	0.5	0.462400
4.391667	0.5	0.463150
4.400000	0.5	0.467550
4.408333	0.5	0.467000
4.416667	0.5	0.472250
4.425000	0.5	0.474400
4.433333	0.5	0.476750
4.441667	0.5	0.484300
4.450000	0.5	0.484550
4.458333	0.5	0.486150
4.466667	0.5	0.486450
4.475000	0.5	0.487500
4.483333	0.5	0.488250
4.491667	0.5	0.488450
4.500000	0.5	0.487800
4.508333	0.5	0.490000
4.516667	0.5	0.486650
4.525000	0.5	0.488550
4.533333	0.5	0.484550
4.541667	0.5	0.482450
4.550000	0.5	0.479200
4.558333	0.5	0.474650
4.566667	0.5	0.474950
4.575000	0.5	0.472050
4.583333	0.5	0.469900
4.591667	0.5	0.468950
4.600000	0.5	0.466850
4.608333	0.5	0.467600
4.616667	0.5	0.473250
4.625000	0.5	0.474850
4.633333	0.5	0.480050
4.641667	0.5	0.489400
4.650000	0.5	0.503250
4.658333	0.5	0.521250
4.666667	0.5	0.546700
4.675000	0.5	0.586150
4.683333	0.5	0.637650
4.691667	0.5	0.704600
4.700000	0.5	0.792650
4.708333	0.5	0.904250
4.716667	0.5	1.043550
4.725000	0.5	1.219650
4.733333	0.5	1.435050
4.741667	0.5	1.688650
4.750000	0.5	1.987400
4.758333	0.5	2.330600
4.766667	0.5	2.717850
4.775000	0.5	3.134450
4.783333	0.5	3.579600
4.791667	0.5	4.040850
4.800000	0.5	4.501150
4.808333	0.5	4.947400
4.816667	0.5	5.364150
4.825000	0.5	5.731900
4.833333	0.5	6.043550
4.841667	0.5	6.273200
4.850000	0.5	6.414050
4.858333	0.5	6.465150
4.866667	0.5	6.421000
4.875000	0.5	6.288750
4.883333	0.5	6.072100
4.891667	0.5	5.781600
4.900000	0.5	5.428800
4.908333	0.5	5.033400
4.916667	0.5	4.607250
4.925000	0.5	4.171100
4.933333	0.5	3.732750
4.941667	0.5	3.305200
4.950000	0.5	2.906950
4.958333	0.5	2.540350
4.966667	0.5	2.200800
4.975000	0.5	1.907250
4.983333	0.5	1.655550
4.991667	0.5	1.441350
5.000000	0.5	1.263100
5.008333	0.5	1.117950
5.016667	0.5	1.002800
5.025000	0.5	0.907500
5.033333	0.5	0.835100
5.041667	0.5	0.776800
5.050000	0.5	0.730150
5.058333	0.5	0.694000
5.066667	0.5	0.663200
5.075000	0.5	0.640200
5.083333	0.5	0.623100
5.091667	0.5	0.609150
5.100000	0.5	0.600550
5.108333	0.5	0.591750
5.116667	0.5	0.590250
5.125000	0.5	0.593800
5.133333	0.5	0.603100
5.141667	0.5	0.617700
5.150000	0.5	0.640300
5.158333	0.5	0.672400
5.166667	0.5	0.710650
5.175000	0.5	0.758900
5.183333	0.5	0.817500
5.191667	0.5	0.884200
5.200000	0.5	0.965350
5.208333	0.5	1.054700
5.216667	0.5	1.153450
5.225000	0.5	1.255250
5.233333	0.5	1.367200
5.241667	0.5	1.485500
5.250000	0.5	1.602950
5.258333	0.5	1.718900
5.266667	0.5	1.833600
5.275000	0.5	1.940650
5.283333	0.5	2.037050
5.291667	0.5	2.117800
5.300000	0.5	2.184300
5.308333	0.5	2.229400
5.316667	0.5	2.255250
5.325000	0.5	2.262250
5.333333	0.5	2.250800
5.341667	0.5	2.223450
5.350000	0.5	2.177750
5.358333	0.5	2.118100
5.366667	0.5	2.051050
5.375000	0.5	1.972150
5.383333	0.5	1.888250
5.391667	0.5	1.805850
5.400000	0.5	1.717700
5.408333	0.5	1.638150
5.416667	0.5	1.558050
5.425000	0.5	1.485400
5.433333	0.5	1.418250
5.441667	0.5	1.356550
5.450000	0.5	1.302850
5.458333	0.5	1.256150
5.466667	0.5	1.220050
5.475000	0.5	1.181250
5.483333	0.5	1.152250
5.491667	0.5	1.127000
5.500000	0.5	1.108900
5.508333	0.5	1.094350
5.516667	0.5	1.082000
5.525000	0.5	1.074450
5.533333	0.5	1.069050
5.541667	0.5	1.062900
5.550000	0.5	1.061300
5.558333	0.5	1.055600
5.566667	0.5	1.053100
5.575000	0.5	1.049300
5.583333	0.5	1.045500
5.591667	0.5	1.043000
5.600000	0.5	1.043550
5.608333	0.5	1.041100
5.616667	0.5	1.037900
5.625000	0.5	1.038200
5.633333	0.5	1.036050
5.641667	0.5	1.033700
5.650000	0.5	1.034350
5.658333	0.5	1.034200
5.666667	0.5	1.034100
5.675000	0.5	1.031550
5.683333	0.5	1.029350
5.691667	0.5	1.029950
5.700000	0.5	1.029750
5.708333	0.5	1.029500
5.716667	0.5	1.028350
5.725000	0.5	1.029600
5.733333	0.5	1.029800
5.741667	0.5	1.027700
5.750000	0.5	1.032200
5.758333	0.5	1.033850
5.766667	0.5	1.036750
5.775000	0.5	1.038500
5.783333	0.5	1.043100
5.791667	0.5	1.046400
5.800000	0.5	1.050950
5.808333	0.5	1.055850
5.816667	0.5	1.060900
5.825000	0.5	1.064800
5.833333	0.5	1.070450
5.841667	0.5	1.073650
5.850000	0.5	1.078900
5.858333	0.5	1.085650
5.866667	0.5	1.088150
5.875000	0.5	1.093700
5.883333	0.5	1.095500
5.891667	0.5	1.100050
5.900000	0.5	1.107250
5.908333	0.5	1.107600
5.916667	0.5	1.104900
5.925000	0.5	1.104300
5.933333	0.5	1.104150
5.941667	0.5	1.104700
5.950000	0.5	1.101250
5.958333	0.5	1.098050
5.966667	0.5	1.098250
5.975000	0.5	1.095900
5.983333	0.5	1.096050
5.991667	0.5	1.093250
6.000000	0.5	1.092750
6.008333	0.5	1.092150
6.016667	0.5	1.092450
6.025000	0.5	1.092450
6.033333	0.5	1.094050
6.041667	0.5	1.097400
6.050000	0.5	1.099050
6.058333	0.5	1.100750
6.066667	0.5	1.102750
6.075000	0.5	1.104350
6.083333	0.5	1.105100
6.091667	0.5	1.104850
6.100000	0.5	1.107850
6.108333	0.5	1.108200
6.116667	0.5	1.109250
6.125000	0.5	1.107750
6.133333	0.5	1.106800
6.141667	0.5	1.104600
6.150000	0.5	1.104600
6.158333	0.5	1.102950
6.166667	0.5	1.099400
6.175000	0.5	1.097800
6.183333	0.5	1.096750
6.191667	0.5	1.095750
6.200000	0.5	1.095100
6.208333	0.5	1.096150
6.216667	0.5	1.096300
6.225000	0.5	1.094700
6.233333	0.5	1.098350
6.241667	0.5	1.098700
6.250000	0.5	1.095600
6.258333	0.5	1.093950
6.266667	0.5	1.093800
6.275000	0.5	1.094350
6.283333	0.5	1.094650
6.291667	0.5	1.093150
6.300000	0.5	1.094250
6.308333	0.5	1.093700
6.316667	0.5	1.092800
6.325000	0.5	1.092600
6.333333	0.5	1.089500
6.341667	0.5	1.089200
6.350000	0.5	1.084900
6.358333	0.5	1.082100
6.366667	0.5	1.080800
6.375000	0.5	1.079150
6.383333	0.5	1.074900
6.391667	0.5	1.071550
6.400000	0.5	1.068450
6.408333	0.5	1.066200
6.416667	0.5	1.063500
6.425000	0.5	1.062650
6.433333	0.5	1.063300
6.441667	0.5	1.062850
6.450000	0.5	1.062900
6.458333	0.5	1.061900
6.466667	0.5	1.059950
6.475000	0.5	1.065050
6.483333	0.5	1.066300
6.491667	0.5	1.067450
6.500000	0.5	1.067800
6.508333	0.5	1.067950
6.516667	0.5	1.070650
6.525000	0.5	1.074250
6.533333	0.5	1.077250
6.541667	0.5	1.081950
6.550000	0.5	1.090500
6.558333	0.5	1.100900
6.566667	0.5	1.110700
6.575000	0.5	1.119800
6.583333	0.5	1.132850
6.591667	0.5	1.149100
6.600000	0.5	1.160950
6.608333	0.5	1.179600
6.616667	0.5	1.195200
6.625000	0.5	1.215050
6.633333	0.5	1.234700
6.641667	0.5	1.251950
6.650000	0.5	1.272050
6.658333	0.5	1.290750
6.666667	0.5	1.305900
6.675000	0.5	1.328000
6.683333	0.5	1.346700
6.691667	0.5	1.361500
6.700000	0.5	1.376250
6.708333	0.5	1.389850
6.716667	0.5	1.401450
6.725000	0.5	1.410150
6.733333	0.5	1.418500
6.741667	0.5	1.422850
6.750000	0.5	1.431850
6.758333	0.5	1.431150
6.766667	0.5	1.430950
6.775000	0.5	1.431200
6.783333	0.5	1.431650
6.791667	0.5	1.430450
6.800000	0.5	1.425900
6.808333	0.5	1.426850
6.816667	0.5	1.419950
6.825000	0.5	1.414000
6.833333	0.5	1.407200
6.841667	0.5	1.398100
6.850000	0.5	1.385150
6.858333	0.5	1.367550
6.866667	0.5	1.350050
6.875000	0.5	1.329750
6.883333	0.5	1.308150
6.891667	0.5	1.284400
6.900000	0.5	1.257600
6.908333	0.5	1.232000
6.916667	0.5	1.207800
6.925000	0.5	1.180300
6.933333	0.5	1.155850
6.941667	0.5	1.132950
6.950000	0.5	1.112700
6.958333	0.5	1.094500
6.966667	0.5	1.073650
6.975000	0.5	1.058750
6.983333	0.5	1.045050
6.991667	0.5	1.033100
7.000000	0.5	1.021900
7.008333	0.5	1.014550
7.016667	0.5	1.003900
7.025000	0.5	0.996050
7.033333	0.5	0.988650
7.041667	0.5	0.982350
7.050000	0.5	0.978200
7.058333	0.5	0.977200
7.066667	0.5	0.974900
7.075000	0.5	0.973200
7.083333	0.5	0.969150
7.091667	0.5	0.966750
7.100000	0.5	0.965350
7.108333	0.5	0.959800
7.116667	0.5	0.958150
7.125000	0.5	0.955600
7.133333	0.5	0.952150
7.141667	0.5	0.951550
7.150000	0.5	0.949500
7.158333	0.5	0.948300
7.166667	0.5	0.943750
7.175000	0.5	0.942900
7.183333	0.5	0.941400
7.191667	0.5	0.939500
7.200000	0.5	0.937100
7.208333	0.5	0.936950
7.216667	0.5	0.937100
7.225000	0.5	0.934700
7.233333	0.5	0.931400
7.241667	0.5	0.928950
7.250000	0.5	0.929150
7.258333	0.5	0.932650
7.266667	0.5	0.928700
7.275000	0.5	0.926400
7.283333	0.5	0.924050
7.291667	0.5	0.922350
7.300000	0.5	0.921550
7.308333	0.5	0.920100
7.316667	0.5	0.919250
7.325000	0.5	0.918950
7.333333	0.5	0.918000
7.341667	0.5	0.916950
7.350000	0.5	0.913950
7.358333	0.5	0.910100
7.366667	0.5	0.907700
7.375000	0.5	0.904100
7.383333	0.5	0.903150
7.391667	0.5	0.901500
7.400000	0.5	0.898550
7.408333	0.5	0.898450
7.416667	0.5	0.894500
7.425000	0.5	0.893850
7.433333	0.5	0.889300
7.441667	0.5	0.890650
7.450000	0.5	0.888800
7.458333	0.5	0.889650
7.466667	0.5	0.889400
7.475000	0.5	0.887950
7.483333	0.5	0.886850
7.491667	0.5	0.887600
7.500000	0.5	0.888450
7.508333	0.5	0.888000
7.516667	0.5	0.889900
7.525000	0.5	0.886400
7.533333	0.5	0.882000
7.541667	0.5	0.880700
7.550000	0.5	0.881850
7.558333	0.5	0.881200
7.566667	0.5	0.880850
7.575000	0.5	0.878100
7.583333	0.5	0.880500
7.591667	0.5	0.876950
7.600000	0.5	0.874100
7.608333	0.5	0.874450
