File Path	chrom://pc-9x9lfs2/ChromeleonLocal/Instrument Data/ICS-6000/Sequence/MD18-Full.seq/676.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	water
Injection Number	36
Position	BA1
Comment	
Processing Method	Processing
Instrument Method	Starches_Martens et al. 2018
Type	Unknown
Status	Finished
Injection Date	30-1-2020
Injection Time	20:57:56
Injection Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	70.000000
Data Points	8401
Detector	EDet1
Generating Data System	Chromeleon 7.2.9.11323
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-2.239250
Signal Max.	3.238400
Channel	ED_1
Driver Name	DC-6000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.000000	n.a.	-0.011600
0.008333	0.5	-0.009050
0.016667	0.5	-0.008100
0.025000	0.5	-0.006400
0.033333	0.5	-0.006600
0.041667	0.5	-0.004900
0.050000	0.5	-0.005300
0.058333	0.5	-0.003100
0.066667	0.5	-0.002900
0.075000	0.5	-0.003300
0.083333	0.5	-0.004350
0.091667	0.5	-0.004300
0.100000	0.5	-0.002150
0.108333	0.5	-0.002500
0.116667	0.5	-0.002700
0.125000	0.5	-0.000300
0.133333	0.5	0.000100
0.141667	0.5	0.001100
0.150000	0.5	0.000700
0.158333	0.5	0.002100
0.166667	0.5	0.000900
0.175000	0.5	0.000550
0.183333	0.5	0.000700
0.191667	0.5	0.000200
0.200000	0.5	0.001300
0.208333	0.5	0.000350
0.216667	0.5	-0.001250
0.225000	0.5	-0.002150
0.233333	0.5	-0.003850
0.241667	0.5	-0.005350
0.250000	0.5	-0.002400
0.258333	0.5	-0.003100
0.266667	0.5	-0.004100
0.275000	0.5	-0.004700
0.283333	0.5	-0.004000
0.291667	0.5	-0.003600
0.300000	0.5	-0.002900
0.308333	0.5	-0.001800
0.316667	0.5	-0.002350
0.325000	0.5	-0.001150
0.333333	0.5	-0.005150
0.341667	0.5	-0.004700
0.350000	0.5	-0.004600
0.358333	0.5	-0.005100
0.366667	0.5	-0.004400
0.375000	0.5	-0.004450
0.383333	0.5	-0.001150
0.391667	0.5	-0.001900
0.400000	0.5	-0.000250
0.408333	0.5	0.000250
0.416667	0.5	-0.000850
0.425000	0.5	-0.001500
0.433333	0.5	-0.001850
0.441667	0.5	-0.000650
0.450000	0.5	-0.000500
0.458333	0.5	-0.002000
0.466667	0.5	-0.001200
0.475000	0.5	-0.002750
0.483333	0.5	-0.003050
0.491667	0.5	-0.002850
0.500000	0.5	-0.003150
0.508333	0.5	-0.004300
0.516667	0.5	-0.005200
0.525000	0.5	-0.004750
0.533333	0.5	-0.005100
0.541667	0.5	-0.004950
0.550000	0.5	-0.004700
0.558333	0.5	-0.005050
0.566667	0.5	-0.004350
0.575000	0.5	-0.004000
0.583333	0.5	-0.004500
0.591667	0.5	-0.004950
0.600000	0.5	-0.004700
0.608333	0.5	-0.004600
0.616667	0.5	-0.004600
0.625000	0.5	-0.004700
0.633333	0.5	-0.003000
0.641667	0.5	-0.002150
0.650000	0.5	-0.002450
0.658333	0.5	-0.002500
0.666667	0.5	-0.001700
0.675000	0.5	-0.000500
0.683333	0.5	-0.001750
0.691667	0.5	-0.001850
0.700000	0.5	-0.002950
0.708333	0.5	-0.002050
0.716667	0.5	-0.002300
0.725000	0.5	-0.004350
0.733333	0.5	-0.003050
0.741667	0.5	-0.004950
0.750000	0.5	-0.007150
0.758333	0.5	-0.006450
0.766667	0.5	-0.005650
0.775000	0.5	-0.005650
0.783333	0.5	-0.006500
0.791667	0.5	-0.005050
0.800000	0.5	-0.004650
0.808333	0.5	-0.005150
0.816667	0.5	-0.005300
0.825000	0.5	-0.004200
0.833333	0.5	-0.000750
0.841667	0.5	-0.002200
0.850000	0.5	-0.004550
0.858333	0.5	-0.005500
0.866667	0.5	-0.004800
0.875000	0.5	-0.004350
0.883333	0.5	-0.004350
0.891667	0.5	-0.002600
0.900000	0.5	-0.001600
0.908333	0.5	-0.001250
0.916667	0.5	0.000050
0.925000	0.5	0.000900
0.933333	0.5	-0.000900
0.941667	0.5	0.000350
0.950000	0.5	-0.001750
0.958333	0.5	-0.001550
0.966667	0.5	-0.000750
0.975000	0.5	-0.001100
0.983333	0.5	-0.001300
0.991667	0.5	-0.001550
1.000000	0.5	-0.000800
1.008333	0.5	-0.003050
1.016667	0.5	-0.002250
1.025000	0.5	-0.004300
1.033333	0.5	-0.004550
1.041667	0.5	-0.002600
1.050000	0.5	-0.004250
1.058333	0.5	-0.004400
1.066667	0.5	-0.004150
1.075000	0.5	-0.002850
1.083333	0.5	-0.001500
1.091667	0.5	-0.001500
1.100000	0.5	-0.002950
1.108333	0.5	-0.003750
1.116667	0.5	-0.004850
1.125000	0.5	-0.003750
1.133333	0.5	-0.003700
1.141667	0.5	-0.003950
1.150000	0.5	-0.001750
1.158333	0.5	-0.001300
1.166667	0.5	0.000650
1.175000	0.5	0.000700
1.183333	0.5	0.001200
1.191667	0.5	0.000200
1.200000	0.5	-0.000400
1.208333	0.5	-0.000750
1.216667	0.5	-0.001000
1.225000	0.5	-0.001600
1.233333	0.5	-0.000350
1.241667	0.5	-0.000150
1.250000	0.5	-0.001950
1.258333	0.5	-0.011950
1.266667	0.5	-0.069650
1.275000	0.5	-0.388000
1.283333	0.5	-1.157650
1.291667	0.5	-1.478200
1.300000	0.5	-0.587350
1.308333	0.5	1.011750
1.316667	0.5	2.466450
1.325000	0.5	3.223700
1.333333	0.5	3.238400
1.341667	0.5	2.815500
1.350000	0.5	2.231850
1.358333	0.5	1.657800
1.366667	0.5	1.191750
1.375000	0.5	0.822100
1.383333	0.5	0.553650
1.391667	0.5	0.367550
1.400000	0.5	0.241150
1.408333	0.5	0.165300
1.416667	0.5	0.122550
1.425000	0.5	0.106700
1.433333	0.5	0.111000
1.441667	0.5	0.128400
1.450000	0.5	0.162900
1.458333	0.5	0.214350
1.466667	0.5	0.304000
1.475000	0.5	0.490000
1.483333	0.5	0.826650
1.491667	0.5	1.327100
1.500000	0.5	1.907100
1.508333	0.5	2.414800
1.516667	0.5	2.716750
1.525000	0.5	2.745650
1.533333	0.5	2.534000
1.541667	0.5	2.179950
1.550000	0.5	1.780500
1.558333	0.5	1.404400
1.566667	0.5	1.088350
1.575000	0.5	0.839300
1.583333	0.5	0.648150
1.591667	0.5	0.503600
1.600000	0.5	0.395850
1.608333	0.5	0.314900
1.616667	0.5	0.258350
1.625000	0.5	0.218700
1.633333	0.5	0.192000
1.641667	0.5	0.175350
1.650000	0.5	0.161300
1.658333	0.5	0.156150
1.666667	0.5	0.150100
1.675000	0.5	0.149850
1.683333	0.5	0.151100
1.691667	0.5	0.154450
1.700000	0.5	0.153650
1.708333	0.5	0.153400
1.716667	0.5	0.156000
1.725000	0.5	0.162700
1.733333	0.5	0.174400
1.741667	0.5	0.191800
1.750000	0.5	0.204050
1.758333	0.5	0.214950
1.766667	0.5	0.215200
1.775000	0.5	0.205000
1.783333	0.5	0.191100
1.791667	0.5	0.173650
1.800000	0.5	0.155550
1.808333	0.5	0.146350
1.816667	0.5	0.148500
1.825000	0.5	0.184500
1.833333	0.5	0.279300
1.841667	0.5	0.465900
1.850000	0.5	0.745750
1.858333	0.5	1.093300
1.866667	0.5	1.415100
1.875000	0.5	1.638850
