File Path	chrom://pc-9x9lfs2/ChromeleonLocal/Instrument Data/ICS-6000/Sequence/MD18-Full.seq/155.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	D-St9
Injection Number	6
Position	BA5
Comment	
Processing Method	Processing
Instrument Method	Starches_Martens et al. 2018
Type	Unknown
Status	Finished
Injection Date	29-1-2020
Injection Time	00:37:52
Injection Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	70.000000
Data Points	8401
Detector	EDet1
Generating Data System	Chromeleon 7.2.9.11323
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-1.513650
Signal Max.	362.192705
Channel	ED_1
Driver Name	DC-6000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
18.050000	0.5	-0.279250
18.058333	0.5	-0.276800
18.066667	0.5	-0.276650
18.075000	0.5	-0.278150
18.083333	0.5	-0.277500
18.091667	0.5	-0.276150
18.100000	0.5	-0.275550
18.108333	0.5	-0.275400
18.116667	0.5	-0.275900
18.125000	0.5	-0.273300
18.133333	0.5	-0.275450
18.141667	0.5	-0.275850
18.150000	0.5	-0.273250
18.158333	0.5	-0.273450
18.166667	0.5	-0.273700
18.175000	0.5	-0.276500
18.183333	0.5	-0.277200
18.191667	0.5	-0.278550
18.200000	0.5	-0.279650
18.208333	0.5	-0.282650
18.216667	0.5	-0.284050
18.225000	0.5	-0.284350
18.233333	0.5	-0.284550
18.241667	0.5	-0.287450
18.250000	0.5	-0.291950
18.258333	0.5	-0.295950
18.266667	0.5	-0.298050
18.275000	0.5	-0.301250
18.283333	0.5	-0.301250
18.291667	0.5	-0.302300
18.300000	0.5	-0.303250
18.308333	0.5	-0.305050
18.316667	0.5	-0.306650
18.325000	0.5	-0.310650
18.333333	0.5	-0.310700
18.341667	0.5	-0.315150
18.350000	0.5	-0.316500
18.358333	0.5	-0.317150
18.366667	0.5	-0.318600
18.375000	0.5	-0.318650
18.383333	0.5	-0.322700
18.391667	0.5	-0.323550
18.400000	0.5	-0.326300
18.408333	0.5	-0.327650
18.416667	0.5	-0.327750
18.425000	0.5	-0.330550
18.433333	0.5	-0.329650
18.441667	0.5	-0.331100
18.450000	0.5	-0.330650
18.458333	0.5	-0.332450
18.466667	0.5	-0.333150
18.475000	0.5	-0.333550
18.483333	0.5	-0.332950
18.491667	0.5	-0.332250
18.500000	0.5	-0.335150
18.508333	0.5	-0.335350
18.516667	0.5	-0.335850
18.525000	0.5	-0.336650
18.533333	0.5	-0.337850
18.541667	0.5	-0.337650
18.550000	0.5	-0.337200
18.558333	0.5	-0.335100
18.566667	0.5	-0.335500
18.575000	0.5	-0.336100
18.583333	0.5	-0.334900
18.591667	0.5	-0.338000
18.600000	0.5	-0.335550
18.608333	0.5	-0.336500
18.616667	0.5	-0.338200
18.625000	0.5	-0.337800
18.633333	0.5	-0.338500
18.641667	0.5	-0.339450
18.650000	0.5	-0.341550
18.658333	0.5	-0.338400
18.666667	0.5	-0.338450
18.675000	0.5	-0.341100
18.683333	0.5	-0.342150
18.691667	0.5	-0.340300
18.700000	0.5	-0.341700
18.708333	0.5	-0.343700
18.716667	0.5	-0.346900
18.725000	0.5	-0.344300
18.733333	0.5	-0.343850
18.741667	0.5	-0.343300
18.750000	0.5	-0.343250
18.758333	0.5	-0.347250
18.766667	0.5	-0.347750
18.775000	0.5	-0.347400
18.783333	0.5	-0.348500
18.791667	0.5	-0.346650
18.800000	0.5	-0.347900
18.808333	0.5	-0.346100
18.816667	0.5	-0.346400
18.825000	0.5	-0.345550
18.833333	0.5	-0.346000
18.841667	0.5	-0.344300
18.850000	0.5	-0.345300
18.858333	0.5	-0.344900
18.866667	0.5	-0.345900
18.875000	0.5	-0.343700
18.883333	0.5	-0.344350
18.891667	0.5	-0.344100
18.900000	0.5	-0.343850
18.908333	0.5	-0.345700
18.916667	0.5	-0.346350
18.925000	0.5	-0.344300
18.933333	0.5	-0.343250
18.941667	0.5	-0.343200
18.950000	0.5	-0.342100
18.958333	0.5	-0.342350
18.966667	0.5	-0.340100
18.975000	0.5	-0.338800
18.983333	0.5	-0.336700
18.991667	0.5	-0.337650
19.000000	0.5	-0.332850
19.008333	0.5	-0.333950
19.016667	0.5	-0.337000
19.025000	0.5	-0.333300
19.033333	0.5	-0.332800
19.041667	0.5	-0.332000
19.050000	0.5	-0.332700
19.058333	0.5	-0.329550
19.066667	0.5	-0.325950
19.075000	0.5	-0.327350
19.083333	0.5	-0.325900
19.091667	0.5	-0.322550
19.100000	0.5	-0.323500
19.108333	0.5	-0.321950
19.116667	0.5	-0.320150
19.125000	0.5	-0.317900
19.133333	0.5	-0.311150
19.141667	0.5	-0.305850
19.150000	0.5	-0.297850
19.158333	0.5	-0.289750
19.166667	0.5	-0.273100
19.175000	0.5	-0.250150
19.183333	0.5	-0.225000
19.191667	0.5	-0.189850
19.200000	0.5	-0.143350
19.208333	0.5	-0.082300
19.216667	0.5	-0.005000
19.225000	0.5	0.091100
19.233333	0.5	0.215150
19.241667	0.5	0.370450
19.250000	0.5	0.561150
19.258333	0.5	0.800450
19.266667	0.5	1.085950
19.275000	0.5	1.431350
19.283333	0.5	1.847350
19.291667	0.5	2.342500
19.300000	0.5	2.923850
19.308333	0.5	3.601550
19.316667	0.5	4.393500
19.325000	0.5	5.295950
19.333333	0.5	6.320950
19.341667	0.5	7.466550
19.350000	0.5	8.736850
19.358333	0.5	10.127050
19.366667	0.5	11.624100
19.375000	0.5	13.226800
19.383333	0.5	14.913150
19.391667	0.5	16.663950
19.400000	0.5	18.456900
19.408333	0.5	20.251450
19.416667	0.5	22.035800
19.425000	0.5	23.765000
19.433333	0.5	25.421400
19.441667	0.5	26.974150
19.450000	0.5	28.395450
19.458333	0.5	29.654400
19.466667	0.5	30.736550
19.475000	0.5	31.618600
19.483333	0.5	32.292900
19.491667	0.5	32.743750
19.500000	0.5	32.970700
19.508333	0.5	32.980700
19.516667	0.5	32.763300
19.525000	0.5	32.280750
19.533333	0.5	31.603100
19.541667	0.5	30.726350
19.550000	0.5	29.668400
19.558333	0.5	28.437950
19.566667	0.5	27.059800
19.575000	0.5	25.568750
19.583333	0.5	23.963100
19.591667	0.5	22.278400
19.600000	0.5	20.548650
19.608333	0.5	18.788500
19.616667	0.5	17.045550
19.625000	0.5	15.327100
19.633333	0.5	13.670250
19.641667	0.5	12.090900
19.650000	0.5	10.597050
19.658333	0.5	9.208850
19.666667	0.5	7.925600
19.675000	0.5	6.759450
19.683333	0.5	5.715900
19.691667	0.5	4.780550
19.700000	0.5	3.954900
19.708333	0.5	3.235200
19.716667	0.5	2.609400
19.725000	0.5	2.074400
19.733333	0.5	1.621600
19.741667	0.5	1.241950
19.750000	0.5	0.925750
19.758333	0.5	0.665250
19.766667	0.5	0.449300
19.775000	0.5	0.275200
19.783333	0.5	0.133950
19.791667	0.5	0.023050
19.800000	0.5	-0.062150
19.808333	0.5	-0.129900
19.816667	0.5	-0.179350
19.825000	0.5	-0.217000
19.833333	0.5	-0.244350
19.841667	0.5	-0.261950
19.850000	0.5	-0.276350
19.858333	0.5	-0.283250
19.866667	0.5	-0.287850
19.875000	0.5	-0.289500
19.883333	0.5	-0.287850
19.891667	0.5	-0.285750
19.900000	0.5	-0.282800
19.908333	0.5	-0.277600
19.916667	0.5	-0.276200
19.925000	0.5	-0.273850
19.933333	0.5	-0.272800
19.941667	0.5	-0.272450
19.950000	0.5	-0.271850
19.958333	0.5	-0.272800
19.966667	0.5	-0.276350
19.975000	0.5	-0.280250
19.983333	0.5	-0.284250
19.991667	0.5	-0.289350
20.000000	0.5	-0.295450
20.008333	0.5	-0.301950
20.016667	0.5	-0.312350
20.025000	0.5	-0.316150
20.033333	0.5	-0.325350
20.041667	0.5	-0.337300
20.050000	0.5	-0.345400
20.058333	0.5	-0.354900
20.066667	0.5	-0.360300
20.075000	0.5	-0.371750
20.083333	0.5	-0.375900
20.091667	0.5	-0.383400
20.100000	0.5	-0.389900
20.108333	0.5	-0.395000
20.116667	0.5	-0.402150
20.125000	0.5	-0.404950
20.133333	0.5	-0.409950
20.141667	0.5	-0.414100
20.150000	0.5	-0.415850
20.158333	0.5	-0.417700
20.166667	0.5	-0.419450
20.175000	0.5	-0.421800
20.183333	0.5	-0.423900
20.191667	0.5	-0.423150
20.200000	0.5	-0.420750
20.208333	0.5	-0.420800
20.216667	0.5	-0.419150
20.225000	0.5	-0.418050
20.233333	0.5	-0.415250
20.241667	0.5	-0.412300
20.250000	0.5	-0.410000
20.258333	0.5	-0.406200
20.266667	0.5	-0.402000
20.275000	0.5	-0.398100
20.283333	0.5	-0.392600
20.291667	0.5	-0.392150
20.300000	0.5	-0.388400
20.308333	0.5	-0.383500
20.316667	0.5	-0.379500
20.325000	0.5	-0.375550
20.333333	0.5	-0.371900
20.341667	0.5	-0.368050
20.350000	0.5	-0.363150
20.358333	0.5	-0.359700
20.366667	0.5	-0.358050
20.375000	0.5	-0.354500
20.383333	0.5	-0.355750
20.391667	0.5	-0.356350
20.400000	0.5	-0.356350
20.408333	0.5	-0.355500
20.416667	0.5	-0.356250
20.425000	0.5	-0.359250
20.433333	0.5	-0.362950
20.441667	0.5	-0.366750
20.450000	0.5	-0.369100
20.458333	0.5	-0.371600
20.466667	0.5	-0.376350
20.475000	0.5	-0.382250
20.483333	0.5	-0.385400
20.491667	0.5	-0.389300
20.500000	0.5	-0.394600
20.508333	0.5	-0.400800
20.516667	0.5	-0.406400
20.525000	0.5	-0.409400
20.533333	0.5	-0.412700
20.541667	0.5	-0.417150
20.550000	0.5	-0.423050
20.558333	0.5	-0.427700
20.566667	0.5	-0.432600
20.575000	0.5	-0.434350
20.583333	0.5	-0.438200
20.591667	0.5	-0.442500
20.600000	0.5	-0.441300
20.608333	0.5	-0.444650
20.616667	0.5	-0.446000
20.625000	0.5	-0.450000
20.633333	0.5	-0.451250
20.641667	0.5	-0.451850
20.650000	0.5	-0.454850
20.658333	0.5	-0.454750
20.666667	0.5	-0.454400
20.675000	0.5	-0.457600
20.683333	0.5	-0.457100
20.691667	0.5	-0.461400
20.700000	0.5	-0.459400
20.708333	0.5	-0.461150
20.716667	0.5	-0.463550
20.725000	0.5	-0.462750
20.733333	0.5	-0.461550
20.741667	0.5	-0.463000
20.750000	0.5	-0.462650
20.758333	0.5	-0.462950
20.766667	0.5	-0.462150
20.775000	0.5	-0.461000
20.783333	0.5	-0.460500
20.791667	0.5	-0.459750
20.800000	0.5	-0.459850
20.808333	0.5	-0.463550
20.816667	0.5	-0.461950
20.825000	0.5	-0.462050
20.833333	0.5	-0.463750
20.841667	0.5	-0.462450
20.850000	0.5	-0.461850
20.858333	0.5	-0.460400
20.866667	0.5	-0.459900
20.875000	0.5	-0.459850
20.883333	0.5	-0.460000
20.891667	0.5	-0.460250
20.900000	0.5	-0.460550
20.908333	0.5	-0.462600
20.916667	0.5	-0.462150
20.925000	0.5	-0.461200
20.933333	0.5	-0.464200
20.941667	0.5	-0.462800
20.950000	0.5	-0.465700
20.958333	0.5	-0.468350
20.966667	0.5	-0.467050
20.975000	0.5	-0.467050
20.983333	0.5	-0.468650
20.991667	0.5	-0.471150
21.000000	0.5	-0.470900
21.008333	0.5	-0.470100
21.016667	0.5	-0.470350
21.025000	0.5	-0.471650
21.033333	0.5	-0.472550
21.041667	0.5	-0.471900
21.050000	0.5	-0.471200
21.058333	0.5	-0.473050
21.066667	0.5	-0.474400
21.075000	0.5	-0.474750
21.083333	0.5	-0.476200
21.091667	0.5	-0.476600
21.100000	0.5	-0.476300
21.108333	0.5	-0.473600
21.116667	0.5	-0.475350
21.125000	0.5	-0.475050
21.133333	0.5	-0.474900
21.141667	0.5	-0.475450
21.150000	0.5	-0.474650
21.158333	0.5	-0.476750
21.166667	0.5	-0.476450
21.175000	0.5	-0.476200
21.183333	0.5	-0.478050
21.191667	0.5	-0.477000
21.200000	0.5	-0.477950
21.208333	0.5	-0.477950
21.216667	0.5	-0.478750
21.225000	0.5	-0.479750
21.233333	0.5	-0.481600
21.241667	0.5	-0.481500
21.250000	0.5	-0.481900
21.258333	0.5	-0.481600
21.266667	0.5	-0.482050
21.275000	0.5	-0.480500
21.283333	0.5	-0.480200
21.291667	0.5	-0.479150
21.300000	0.5	-0.479150
21.308333	0.5	-0.477100
21.316667	0.5	-0.478800
21.325000	0.5	-0.478750
21.333333	0.5	-0.478900
21.341667	0.5	-0.476350
21.350000	0.5	-0.477050
21.358333	0.5	-0.474050
21.366667	0.5	-0.471400
21.375000	0.5	-0.468050
21.383333	0.5	-0.467300
21.391667	0.5	-0.464400
21.400000	0.5	-0.461050
21.408333	0.5	-0.461350
21.416667	0.5	-0.458650
21.425000	0.5	-0.457400
21.433333	0.5	-0.452550
21.441667	0.5	-0.452650
21.450000	0.5	-0.450550
21.458333	0.5	-0.448250
21.466667	0.5	-0.447400
21.475000	0.5	-0.443650
21.483333	0.5	-0.440000
21.491667	0.5	-0.440000
21.500000	0.5	-0.435600
21.508333	0.5	-0.434200
21.516667	0.5	-0.431750
21.525000	0.5	-0.431700
21.533333	0.5	-0.430550
21.541667	0.5	-0.428850
21.550000	0.5	-0.426550
21.558333	0.5	-0.426150
21.566667	0.5	-0.426850
21.575000	0.5	-0.429250
21.583333	0.5	-0.430650
21.591667	0.5	-0.430750
21.600000	0.5	-0.432700
21.608333	0.5	-0.433800
21.616667	0.5	-0.435950
21.625000	0.5	-0.436000
21.633333	0.5	-0.438250
21.641667	0.5	-0.440850
21.650000	0.5	-0.442150
21.658333	0.5	-0.444700
21.666667	0.5	-0.448600
21.675000	0.5	-0.450000
21.683333	0.5	-0.455250
21.691667	0.5	-0.455600
21.700000	0.5	-0.458600
21.708333	0.5	-0.461550
21.716667	0.5	-0.464550
21.725000	0.5	-0.468250
21.733333	0.5	-0.473250
21.741667	0.5	-0.473250
21.750000	0.5	-0.476150
21.758333	0.5	-0.475950
21.766667	0.5	-0.478950
21.775000	0.5	-0.479950
21.783333	0.5	-0.479650
21.791667	0.5	-0.480850
21.800000	0.5	-0.481000
21.808333	0.5	-0.484400
21.816667	0.5	-0.482150
21.825000	0.5	-0.481600
21.833333	0.5	-0.484450
21.841667	0.5	-0.485550
21.850000	0.5	-0.487250
21.858333	0.5	-0.486900
21.866667	0.5	-0.487700
21.875000	0.5	-0.487250
21.883333	0.5	-0.488850
21.891667	0.5	-0.487250
21.900000	0.5	-0.486650
21.908333	0.5	-0.486400
21.916667	0.5	-0.487750
21.925000	0.5	-0.487750
21.933333	0.5	-0.489750
21.941667	0.5	-0.487650
21.950000	0.5	-0.489900
21.958333	0.5	-0.489000
21.966667	0.5	-0.490850
21.975000	0.5	-0.492450
21.983333	0.5	-0.493000
21.991667	0.5	-0.495300
22.000000	0.5	-0.494700
22.008333	0.5	-0.494950
22.016667	0.5	-0.495550
22.025000	0.5	-0.496000
22.033333	0.5	-0.496450
22.041667	0.5	-0.494800
22.050000	0.5	-0.494350
22.058333	0.5	-0.494950
22.066667	0.5	-0.496600
22.075000	0.5	-0.494000
22.083333	0.5	-0.495200
22.091667	0.5	-0.496800
22.100000	0.5	-0.497350
22.108333	0.5	-0.496750
22.116667	0.5	-0.496750
22.125000	0.5	-0.496300
22.133333	0.5	-0.494650
22.141667	0.5	-0.494150
22.150000	0.5	-0.493550
22.158333	0.5	-0.493050
22.166667	0.5	-0.492300
22.175000	0.5	-0.493150
22.183333	0.5	-0.493950
22.191667	0.5	-0.493900
22.200000	0.5	-0.495000
22.208333	0.5	-0.495450
22.216667	0.5	-0.496300
22.225000	0.5	-0.495850
22.233333	0.5	-0.497400
22.241667	0.5	-0.497900
22.250000	0.5	-0.497750
22.258333	0.5	-0.496650
22.266667	0.5	-0.498750
22.275000	0.5	-0.499600
22.283333	0.5	-0.498300
22.291667	0.5	-0.497350
22.300000	0.5	-0.500450
22.308333	0.5	-0.501450
22.316667	0.5	-0.501500
22.325000	0.5	-0.498800
22.333333	0.5	-0.499700
22.341667	0.5	-0.501850
22.350000	0.5	-0.503950
22.358333	0.5	-0.505800
22.366667	0.5	-0.505500
22.375000	0.5	-0.507600
22.383333	0.5	-0.506700
22.391667	0.5	-0.504250
22.400000	0.5	-0.504850
22.408333	0.5	-0.505650
22.416667	0.5	-0.505550
22.425000	0.5	-0.505500
22.433333	0.5	-0.506000
22.441667	0.5	-0.509000
22.450000	0.5	-0.507800
22.458333	0.5	-0.508900
22.466667	0.5	-0.509250
22.475000	0.5	-0.508900
22.483333	0.5	-0.512100
22.491667	0.5	-0.513400
22.500000	0.5	-0.512700
22.508333	0.5	-0.514050
22.516667	0.5	-0.513400
22.525000	0.5	-0.511650
22.533333	0.5	-0.511800
22.541667	0.5	-0.513250
22.550000	0.5	-0.514650
22.558333	0.5	-0.513650
22.566667	0.5	-0.513900
22.575000	0.5	-0.514050
22.583333	0.5	-0.515300
22.591667	0.5	-0.516500
22.600000	0.5	-0.517850
22.608333	0.5	-0.518750
22.616667	0.5	-0.517100
22.625000	0.5	-0.519300
22.633333	0.5	-0.519000
22.641667	0.5	-0.519500
22.650000	0.5	-0.517600
22.658333	0.5	-0.517950
22.666667	0.5	-0.518050
22.675000	0.5	-0.518750
22.683333	0.5	-0.518600
22.691667	0.5	-0.521000
22.700000	0.5	-0.519700
22.708333	0.5	-0.518550
22.716667	0.5	-0.517800
22.725000	0.5	-0.522150
22.733333	0.5	-0.522250
22.741667	0.5	-0.523200
22.750000	0.5	-0.524500
22.758333	0.5	-0.521200
22.766667	0.5	-0.521950
22.775000	0.5	-0.521150
22.783333	0.5	-0.523950
22.791667	0.5	-0.522250
22.800000	0.5	-0.522300
22.808333	0.5	-0.523450
22.816667	0.5	-0.524800
22.825000	0.5	-0.524950
22.833333	0.5	-0.523950
22.841667	0.5	-0.522050
22.850000	0.5	-0.522600
22.858333	0.5	-0.525600
22.866667	0.5	-0.526800
22.875000	0.5	-0.526200
22.883333	0.5	-0.525900
22.891667	0.5	-0.526800
22.900000	0.5	-0.526850
22.908333	0.5	-0.526000
22.916667	0.5	-0.524800
22.925000	0.5	-0.525700
22.933333	0.5	-0.523750
22.941667	0.5	-0.525400
22.950000	0.5	-0.525600
22.958333	0.5	-0.524650
22.966667	0.5	-0.523700
22.975000	0.5	-0.524300
22.983333	0.5	-0.525100
22.991667	0.5	-0.525500
23.000000	0.5	-0.526950
23.008333	0.5	-0.525750
23.016667	0.5	-0.527050
23.025000	0.5	-0.525900
23.033333	0.5	-0.525650
23.041667	0.5	-0.526850
23.050000	0.5	-0.526100
23.058333	0.5	-0.526300
23.066667	0.5	-0.523600
23.075000	0.5	-0.521600
23.083333	0.5	-0.522500
23.091667	0.5	-0.521450
23.100000	0.5	-0.517150
23.108333	0.5	-0.519400
23.116667	0.5	-0.517700
23.125000	0.5	-0.517900
23.133333	0.5	-0.515700
23.141667	0.5	-0.513450
23.150000	0.5	-0.512400
23.158333	0.5	-0.509750
23.166667	0.5	-0.505100
23.175000	0.5	-0.503450
23.183333	0.5	-0.501450
23.191667	0.5	-0.498400
23.200000	0.5	-0.497050
23.208333	0.5	-0.495750
23.216667	0.5	-0.494600
23.225000	0.5	-0.491350
23.233333	0.5	-0.492000
23.241667	0.5	-0.489100
23.250000	0.5	-0.490500
23.258333	0.5	-0.490400
23.266667	0.5	-0.488800
23.275000	0.5	-0.487200
23.283333	0.5	-0.487200
23.291667	0.5	-0.487150
23.300000	0.5	-0.489650
23.308333	0.5	-0.488100
23.316667	0.5	-0.489900
23.325000	0.5	-0.491950
23.333333	0.5	-0.495050
23.341667	0.5	-0.494150
23.350000	0.5	-0.491350
23.358333	0.5	-0.497200
23.366667	0.5	-0.501500
23.375000	0.5	-0.503850
23.383333	0.5	-0.506650
23.391667	0.5	-0.508200
23.400000	0.5	-0.510900
23.408333	0.5	-0.512350
23.416667	0.5	-0.512300
23.425000	0.5	-0.514450
23.433333	0.5	-0.514400
23.441667	0.5	-0.516950
23.450000	0.5	-0.515900
23.458333	0.5	-0.516650
23.466667	0.5	-0.520750
23.475000	0.5	-0.520350
23.483333	0.5	-0.521400
23.491667	0.5	-0.520950
23.500000	0.5	-0.522200
23.508333	0.5	-0.523250
23.516667	0.5	-0.522650
23.525000	0.5	-0.525800
23.533333	0.5	-0.526700
23.541667	0.5	-0.525400
23.550000	0.5	-0.525500
23.558333	0.5	-0.525500
23.566667	0.5	-0.526000
23.575000	0.5	-0.525800
23.583333	0.5	-0.525900
23.591667	0.5	-0.524650
23.600000	0.5	-0.523750
23.608333	0.5	-0.524100
23.616667	0.5	-0.524500
23.625000	0.5	-0.527400
23.633333	0.5	-0.526150
23.641667	0.5	-0.527250
23.650000	0.5	-0.526850
23.658333	0.5	-0.526500
23.666667	0.5	-0.527850
23.675000	0.5	-0.526200
23.683333	0.5	-0.528500
23.691667	0.5	-0.526900
23.700000	0.5	-0.527350
23.708333	0.5	-0.528900
23.716667	0.5	-0.528350
23.725000	0.5	-0.530550
23.733333	0.5	-0.529250
23.741667	0.5	-0.530550
23.750000	0.5	-0.532100
23.758333	0.5	-0.533300
23.766667	0.5	-0.535000
23.775000	0.5	-0.534750
23.783333	0.5	-0.534700
23.791667	0.5	-0.534250
23.800000	0.5	-0.536750
23.808333	0.5	-0.537250
23.816667	0.5	-0.535950
23.825000	0.5	-0.535900
23.833333	0.5	-0.536200
23.841667	0.5	-0.537100
23.850000	0.5	-0.537500
23.858333	0.5	-0.536600
23.866667	0.5	-0.534050
23.875000	0.5	-0.537600
23.883333	0.5	-0.537150
23.891667	0.5	-0.538250
23.900000	0.5	-0.537450
23.908333	0.5	-0.537300
23.916667	0.5	-0.537350
23.925000	0.5	-0.535700
23.933333	0.5	-0.536050
23.941667	0.5	-0.535250
23.950000	0.5	-0.535700
23.958333	0.5	-0.534300
23.966667	0.5	-0.534350
23.975000	0.5	-0.536150
23.983333	0.5	-0.536700
23.991667	0.5	-0.535650
24.000000	0.5	-0.536400
24.008333	0.5	-0.534750
24.016667	0.5	-0.535400
24.025000	0.5	-0.535900
24.033333	0.5	-0.536200
24.041667	0.5	-0.537100
24.050000	0.5	-0.538100
24.058333	0.5	-0.539700
24.066667	0.5	-0.540200
24.075000	0.5	-0.539850
24.083333	0.5	-0.541400
24.091667	0.5	-0.540200
24.100000	0.5	-0.540800
24.108333	0.5	-0.541750
24.116667	0.5	-0.541400
24.125000	0.5	-0.539400
24.133333	0.5	-0.543950
24.141667	0.5	-0.542150
24.150000	0.5	-0.544250
24.158333	0.5	-0.546650
24.166667	0.5	-0.548600
24.175000	0.5	-0.547450
24.183333	0.5	-0.547400
24.191667	0.5	-0.547350
24.200000	0.5	-0.545050
24.208333	0.5	-0.546100
24.216667	0.5	-0.546100
24.225000	0.5	-0.549250
24.233333	0.5	-0.547950
24.241667	0.5	-0.551250
24.250000	0.5	-0.549850
24.258333	0.5	-0.551450
24.266667	0.5	-0.552200
24.275000	0.5	-0.551400
24.283333	0.5	-0.552350
24.291667	0.5	-0.550750
24.300000	0.5	-0.552600
24.308333	0.5	-0.553100
24.316667	0.5	-0.553300
24.325000	0.5	-0.553100
24.333333	0.5	-0.551500
24.341667	0.5	-0.554550
24.350000	0.5	-0.556750
24.358333	0.5	-0.554850
24.366667	0.5	-0.554350
24.375000	0.5	-0.553850
24.383333	0.5	-0.554800
24.391667	0.5	-0.557800
24.400000	0.5	-0.559250
24.408333	0.5	-0.558650
24.416667	0.5	-0.559650
24.425000	0.5	-0.559350
24.433333	0.5	-0.558150
24.441667	0.5	-0.557250
24.450000	0.5	-0.556700
24.458333	0.5	-0.556550
24.466667	0.5	-0.557050
24.475000	0.5	-0.557550
24.483333	0.5	-0.558850
24.491667	0.5	-0.558650
24.500000	0.5	-0.557950
24.508333	0.5	-0.558850
24.516667	0.5	-0.557600
24.525000	0.5	-0.560450
24.533333	0.5	-0.559750
24.541667	0.5	-0.561150
24.550000	0.5	-0.561400
24.558333	0.5	-0.560750
24.566667	0.5	-0.561000
24.575000	0.5	-0.560700
24.583333	0.5	-0.559850
24.591667	0.5	-0.561150
24.600000	0.5	-0.561300
24.608333	0.5	-0.559300
24.616667	0.5	-0.560200
24.625000	0.5	-0.559900
24.633333	0.5	-0.556800
24.641667	0.5	-0.558150
24.650000	0.5	-0.560950
24.658333	0.5	-0.559650
24.666667	0.5	-0.558400
24.675000	0.5	-0.556850
24.683333	0.5	-0.559750
24.691667	0.5	-0.555350
24.700000	0.5	-0.553650
24.708333	0.5	-0.552450
24.716667	0.5	-0.549700
24.725000	0.5	-0.547050
24.733333	0.5	-0.545800
24.741667	0.5	-0.545500
24.750000	0.5	-0.543150
24.758333	0.5	-0.542050
24.766667	0.5	-0.540000
24.775000	0.5	-0.537400
24.783333	0.5	-0.536550
24.791667	0.5	-0.537350
24.800000	0.5	-0.534450
24.808333	0.5	-0.531550
24.816667	0.5	-0.531050
24.825000	0.5	-0.531400
24.833333	0.5	-0.530900
24.841667	0.5	-0.529600
24.850000	0.5	-0.530500
24.858333	0.5	-0.529450
24.866667	0.5	-0.529250
24.875000	0.5	-0.530450
24.883333	0.5	-0.531150
24.891667	0.5	-0.528850
24.900000	0.5	-0.533350
24.908333	0.5	-0.534200
24.916667	0.5	-0.538700
24.925000	0.5	-0.539100
24.933333	0.5	-0.541000
24.941667	0.5	-0.541950
24.950000	0.5	-0.542450
24.958333	0.5	-0.542650
24.966667	0.5	-0.545000
24.975000	0.5	-0.546650
24.983333	0.5	-0.547450
24.991667	0.5	-0.550100
25.000000	0.5	-0.551900
25.008333	0.5	-0.553950
25.016667	0.5	-0.556650
25.025000	0.5	-0.555650
25.033333	0.5	-0.558400
25.041667	0.5	-0.560300
25.050000	0.5	-0.561350
25.058333	0.5	-0.562050
25.066667	0.5	-0.563550
25.075000	0.5	-0.563450
25.083333	0.5	-0.565900
25.091667	0.5	-0.566400
25.100000	0.5	-0.563700
25.108333	0.5	-0.564100
25.116667	0.5	-0.565650
25.125000	0.5	-0.566900
25.133333	0.5	-0.566450
25.141667	0.5	-0.566650
25.150000	0.5	-0.566200
25.158333	0.5	-0.568300
25.166667	0.5	-0.568850
25.175000	0.5	-0.569000
25.183333	0.5	-0.567900
25.191667	0.5	-0.569350
25.200000	0.5	-0.568950
25.208333	0.5	-0.567450
25.216667	0.5	-0.566600
25.225000	0.5	-0.564300
25.233333	0.5	-0.564400
25.241667	0.5	-0.565650
25.250000	0.5	-0.566300
25.258333	0.5	-0.567350
25.266667	0.5	-0.566250
25.275000	0.5	-0.567800
25.283333	0.5	-0.566100
25.291667	0.5	-0.565600
25.300000	0.5	-0.566100
25.308333	0.5	-0.567450
25.316667	0.5	-0.568350
25.325000	0.5	-0.568900
25.333333	0.5	-0.568100
25.341667	0.5	-0.566900
25.350000	0.5	-0.568350
25.358333	0.5	-0.569350
25.366667	0.5	-0.569400
25.375000	0.5	-0.568650
25.383333	0.5	-0.568750
25.391667	0.5	-0.568650
25.400000	0.5	-0.568450
25.408333	0.5	-0.569300
25.416667	0.5	-0.571300
25.425000	0.5	-0.571900
25.433333	0.5	-0.572100
25.441667	0.5	-0.573650
25.450000	0.5	-0.573350
25.458333	0.5	-0.574300
25.466667	0.5	-0.570400
25.475000	0.5	-0.572200
25.483333	0.5	-0.573300
25.491667	0.5	-0.571500
25.500000	0.5	-0.573650
25.508333	0.5	-0.575400
25.516667	0.5	-0.575100
25.525000	0.5	-0.575900
25.533333	0.5	-0.575350
25.541667	0.5	-0.575850
25.550000	0.5	-0.577350
25.558333	0.5	-0.577900
