File Path	chrom://pc-9x9lfs2/ChromeleonLocal/Instrument Data/ICS-6000/Sequence/MD18-Full.seq/133.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	D-St8
Injection Number	35
Position	BA4
Comment	
Processing Method	Processing
Instrument Method	Starches_Martens et al. 2018
Type	Unknown
Status	Finished
Injection Date	30-1-2020
Injection Time	19:29:15
Injection Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	70.000000
Data Points	8401
Detector	EDet1
Generating Data System	Chromeleon 7.2.9.11323
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-2.500600
Signal Max.	973.672265
Channel	ED_1
Driver Name	DC-6000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.433333	0.5	-0.004600
0.441667	0.5	-0.002650
0.450000	0.5	-0.004050
0.458333	0.5	-0.005100
0.466667	0.5	-0.005350
0.475000	0.5	-0.004600
0.483333	0.5	-0.004400
0.491667	0.5	-0.004050
0.500000	0.5	-0.002600
0.508333	0.5	-0.004700
0.516667	0.5	-0.005750
0.525000	0.5	-0.005500
0.533333	0.5	-0.004000
0.541667	0.5	-0.005200
0.550000	0.5	-0.004500
0.558333	0.5	-0.002850
0.566667	0.5	-0.001800
0.575000	0.5	-0.002400
0.583333	0.5	-0.000450
0.591667	0.5	-0.001250
0.600000	0.5	-0.002150
0.608333	0.5	-0.004250
0.616667	0.5	-0.003000
0.625000	0.5	-0.002700
0.633333	0.5	-0.002200
0.641667	0.5	-0.002550
0.650000	0.5	-0.004150
0.658333	0.5	-0.005150
0.666667	0.5	-0.005650
0.675000	0.5	-0.004800
0.683333	0.5	-0.006750
0.691667	0.5	-0.005600
0.700000	0.5	-0.004850
0.708333	0.5	-0.005200
0.716667	0.5	-0.006800
0.725000	0.5	-0.006000
0.733333	0.5	-0.006000
0.741667	0.5	-0.005000
0.750000	0.5	-0.003550
0.758333	0.5	-0.004200
0.766667	0.5	-0.005850
0.775000	0.5	-0.008750
0.783333	0.5	-0.007000
0.791667	0.5	-0.005550
0.800000	0.5	-0.006700
0.808333	0.5	-0.004500
0.816667	0.5	-0.002050
0.825000	0.5	-0.003200
0.833333	0.5	-0.003000
0.841667	0.5	-0.002300
0.850000	0.5	-0.000800
0.858333	0.5	-0.002350
0.866667	0.5	-0.003300
0.875000	0.5	-0.002050
0.883333	0.5	-0.002600
0.891667	0.5	-0.001800
0.900000	0.5	-0.003550
0.908333	0.5	-0.002600
0.916667	0.5	-0.004050
0.925000	0.5	-0.007250
0.933333	0.5	-0.005850
0.941667	0.5	-0.005200
0.950000	0.5	-0.006450
0.958333	0.5	-0.007450
0.966667	0.5	-0.006050
0.975000	0.5	-0.006850
0.983333	0.5	-0.004550
0.991667	0.5	-0.006050
1.000000	0.5	-0.005600
1.008333	0.5	-0.004350
1.016667	0.5	-0.002450
1.025000	0.5	-0.006350
1.033333	0.5	-0.005650
1.041667	0.5	-0.006550
1.050000	0.5	-0.006750
1.058333	0.5	-0.006100
1.066667	0.5	-0.004550
1.075000	0.5	-0.003800
1.083333	0.5	-0.003450
1.091667	0.5	-0.001900
1.100000	0.5	-0.001000
1.108333	0.5	-0.001400
1.116667	0.5	-0.002100
1.125000	0.5	-0.002900
1.133333	0.5	-0.003650
1.141667	0.5	-0.002100
1.150000	0.5	-0.004150
1.158333	0.5	-0.004600
1.166667	0.5	-0.004300
1.175000	0.5	-0.006550
1.183333	0.5	-0.004000
1.191667	0.5	-0.005450
1.200000	0.5	-0.005700
1.208333	0.5	-0.006900
1.216667	0.5	-0.005900
1.225000	0.5	-0.004750
1.233333	0.5	-0.006300
1.241667	0.5	-0.007900
1.250000	0.5	-0.007950
1.258333	0.5	-0.014050
1.266667	0.5	-0.076650
1.275000	0.5	-0.427100
1.283333	0.5	-1.209500
1.291667	0.5	-1.468000
1.300000	0.5	-0.532250
1.308333	0.5	1.087300
1.316667	0.5	2.519100
1.325000	0.5	3.241500
1.333333	0.5	3.236600
1.341667	0.5	2.807000
1.350000	0.5	2.220750
1.358333	0.5	1.661250
1.366667	0.5	1.193550
1.375000	0.5	0.827400
1.383333	0.5	0.558800
1.391667	0.5	0.373350
1.400000	0.5	0.250750
1.408333	0.5	0.179000
1.416667	0.5	0.144450
1.425000	0.5	0.146400
1.433333	0.5	0.176350
1.441667	0.5	0.228550
1.450000	0.5	0.306650
1.458333	0.5	0.408600
1.466667	0.5	0.537700
1.475000	0.5	0.707500
1.483333	0.5	0.938250
1.491667	0.5	1.230650
1.500000	0.5	1.538050
1.508333	0.5	1.775400
1.516667	0.5	1.884950
1.525000	0.5	1.854350
1.533333	0.5	1.714400
1.541667	0.5	1.527300
1.550000	0.5	1.345500
1.558333	0.5	1.184100
1.566667	0.5	1.043350
1.575000	0.5	0.913900
1.583333	0.5	0.789050
1.591667	0.5	0.670100
1.600000	0.5	0.554150
1.608333	0.5	0.454450
1.616667	0.5	0.370400
1.625000	0.5	0.305300
1.633333	0.5	0.258950
1.641667	0.5	0.230000
1.650000	0.5	0.219850
1.658333	0.5	0.225300
1.666667	0.5	0.246000
1.675000	0.5	0.281750
1.683333	0.5	0.326250
1.691667	0.5	0.373500
1.700000	0.5	0.414150
1.708333	0.5	0.445700
1.716667	0.5	0.460050
1.725000	0.5	0.459650
1.733333	0.5	0.451350
1.741667	0.5	0.433200
1.750000	0.5	0.412550
1.758333	0.5	0.390700
1.766667	0.5	0.372250
1.775000	0.5	0.356950
1.783333	0.5	0.345900
1.791667	0.5	0.339650
1.800000	0.5	0.348750
1.808333	0.5	0.375900
1.816667	0.5	0.432050
1.825000	0.5	0.535500
1.833333	0.5	0.719650
1.841667	0.5	1.017600
1.850000	0.5	1.426200
1.858333	0.5	1.886950
1.866667	0.5	2.288650
1.875000	0.5	2.534200
1.883333	0.5	2.565700
1.891667	0.5	2.401200
1.900000	0.5	2.109300
1.908333	0.5	1.761650
1.916667	0.5	1.427000
1.925000	0.5	1.135700
1.933333	0.5	0.907450
1.941667	0.5	0.736850
1.950000	0.5	0.608450
1.958333	0.5	0.518450
1.966667	0.5	0.451550
1.975000	0.5	0.401300
1.983333	0.5	0.365200
1.991667	0.5	0.339500
2.000000	0.5	0.322950
2.008333	0.5	0.317650
2.016667	0.5	0.312150
2.025000	0.5	0.312700
2.033333	0.5	0.313800
2.041667	0.5	0.308600
2.050000	0.5	0.295900
2.058333	0.5	0.284300
2.066667	0.5	0.268800
2.075000	0.5	0.253700
2.083333	0.5	0.239500
2.091667	0.5	0.226500
2.100000	0.5	0.218900
2.108333	0.5	0.214450
2.116667	0.5	0.215950
2.125000	0.5	0.224750
2.133333	0.5	0.236100
2.141667	0.5	0.256500
2.150000	0.5	0.273900
2.158333	0.5	0.288350
2.166667	0.5	0.295700
2.175000	0.5	0.290750
2.183333	0.5	0.282200
2.191667	0.5	0.267950
2.200000	0.5	0.272450
2.208333	0.5	0.355200
2.216667	0.5	0.719450
2.225000	0.5	2.003550
2.233333	0.5	5.994550
2.241667	0.5	17.046000
2.250000	0.5	44.053701
2.258333	0.5	101.010802
2.266667	0.5	168.967753
2.275000	0.5	362.288055
2.283333	0.5	549.049158
2.291667	0.5	723.035661
2.300000	0.5	853.770913
2.308333	0.5	936.723564
2.316667	0.5	973.672265
2.325000	0.5	966.748014
2.333333	0.5	917.924364
2.341667	0.5	831.185412
2.350000	0.5	710.878811
2.358333	0.5	568.547958
2.366667	0.5	424.174206
2.375000	0.5	298.467004
2.383333	0.5	201.224953
2.391667	0.5	131.882652
2.400000	0.5	85.407301
2.408333	0.5	55.244451
2.416667	0.5	35.919651
2.425000	0.5	24.185800
2.433333	0.5	16.618600
2.441667	0.5	11.846450
2.450000	0.5	8.800050
2.458333	0.5	6.832550
2.466667	0.5	5.555600
2.475000	0.5	4.710400
2.483333	0.5	4.129000
2.491667	0.5	3.703100
2.500000	0.5	3.359800
2.508333	0.5	3.041800
2.516667	0.5	2.725300
2.525000	0.5	2.408700
2.533333	0.5	2.102650
2.541667	0.5	1.820350
2.550000	0.5	1.573950
2.558333	0.5	1.367350
2.566667	0.5	1.203050
2.575000	0.5	1.080450
2.583333	0.5	0.989050
2.591667	0.5	0.932850
2.600000	0.5	0.902200
2.608333	0.5	0.903650
2.616667	0.5	0.934450
2.625000	0.5	0.989550
2.633333	0.5	1.065800
2.641667	0.5	1.148150
2.650000	0.5	1.233100
2.658333	0.5	1.306300
2.666667	0.5	1.362050
2.675000	0.5	1.403650
2.683333	0.5	1.424700
2.691667	0.5	1.436200
2.700000	0.5	1.437800
2.708333	0.5	1.431850
2.716667	0.5	1.420500
2.725000	0.5	1.405250
2.733333	0.5	1.383300
2.741667	0.5	1.356350
2.750000	0.5	1.320450
2.758333	0.5	1.281000
2.766667	0.5	1.237800
2.775000	0.5	1.192850
2.783333	0.5	1.148700
2.791667	0.5	1.102750
2.800000	0.5	1.057350
2.808333	0.5	1.018700
2.816667	0.5	0.975550
2.825000	0.5	0.939300
2.833333	0.5	0.907250
2.841667	0.5	0.877000
2.850000	0.5	0.849200
2.858333	0.5	0.826600
2.866667	0.5	0.808650
2.875000	0.5	0.794200
2.883333	0.5	0.784800
2.891667	0.5	0.789650
2.900000	0.5	0.817000
2.908333	0.5	0.876300
2.916667	0.5	0.990050
2.925000	0.5	1.184450
2.933333	0.5	1.481850
2.941667	0.5	1.903950
2.950000	0.5	2.453850
2.958333	0.5	3.117200
2.966667	0.5	3.843650
2.975000	0.5	4.525750
2.983333	0.5	5.023900
2.991667	0.5	5.210150
3.000000	0.5	5.050000
3.008333	0.5	4.612100
3.016667	0.5	4.028950
3.025000	0.5	3.420100
3.033333	0.5	2.867300
3.041667	0.5	2.407800
3.050000	0.5	2.051700
3.058333	0.5	1.781500
3.066667	0.5	1.568400
3.075000	0.5	1.390000
3.083333	0.5	1.233250
3.091667	0.5	1.084150
3.100000	0.5	0.948700
3.108333	0.5	0.824800
3.116667	0.5	0.725400
3.125000	0.5	0.649250
3.133333	0.5	0.588300
3.141667	0.5	0.548500
3.150000	0.5	0.523100
3.158333	0.5	0.505200
3.166667	0.5	0.499600
3.175000	0.5	0.501100
3.183333	0.5	0.513400
3.191667	0.5	0.535900
3.200000	0.5	0.568900
3.208333	0.5	0.612400
3.216667	0.5	0.668550
3.225000	0.5	0.734950
3.233333	0.5	0.806150
3.241667	0.5	0.879400
3.250000	0.5	0.947200
3.258333	0.5	1.007600
3.266667	0.5	1.052700
3.275000	0.5	1.074000
3.283333	0.5	1.071300
3.291667	0.5	1.047950
3.300000	0.5	1.005800
3.308333	0.5	0.948050
3.316667	0.5	0.878300
3.325000	0.5	0.802550
3.333333	0.5	0.725200
3.341667	0.5	0.651900
3.350000	0.5	0.591300
3.358333	0.5	0.534600
3.366667	0.5	0.487800
3.375000	0.5	0.454250
3.383333	0.5	0.426450
3.391667	0.5	0.407150
3.400000	0.5	0.392600
3.408333	0.5	0.381750
3.416667	0.5	0.376100
3.425000	0.5	0.374050
3.433333	0.5	0.375600
3.441667	0.5	0.379150
3.450000	0.5	0.384800
3.458333	0.5	0.390300
3.466667	0.5	0.396750
3.475000	0.5	0.402600
3.483333	0.5	0.408200
3.491667	0.5	0.409650
3.500000	0.5	0.412000
3.508333	0.5	0.414250
3.516667	0.5	0.412050
3.525000	0.5	0.406100
3.533333	0.5	0.398200
3.541667	0.5	0.391700
3.550000	0.5	0.382900
3.558333	0.5	0.374300
3.566667	0.5	0.363500
3.575000	0.5	0.356300
3.583333	0.5	0.344900
3.591667	0.5	0.333400
3.600000	0.5	0.326150
3.608333	0.5	0.319150
3.616667	0.5	0.311850
3.625000	0.5	0.304550
3.633333	0.5	0.300650
3.641667	0.5	0.296100
3.650000	0.5	0.291350
3.658333	0.5	0.287000
3.666667	0.5	0.282150
3.675000	0.5	0.277900
3.683333	0.5	0.274950
3.691667	0.5	0.271150
3.700000	0.5	0.269400
3.708333	0.5	0.266350
3.716667	0.5	0.265250
3.725000	0.5	0.263050
3.733333	0.5	0.259950
3.741667	0.5	0.259100
3.750000	0.5	0.257000
3.758333	0.5	0.253250
3.766667	0.5	0.251350
3.775000	0.5	0.252500
3.783333	0.5	0.249700
3.791667	0.5	0.247250
3.800000	0.5	0.248000
3.808333	0.5	0.245800
3.816667	0.5	0.246850
3.825000	0.5	0.245100
3.833333	0.5	0.246300
3.841667	0.5	0.243950
3.850000	0.5	0.244200
3.858333	0.5	0.243100
3.866667	0.5	0.240500
3.875000	0.5	0.240000
3.883333	0.5	0.238300
3.891667	0.5	0.238050
3.900000	0.5	0.238900
3.908333	0.5	0.237500
3.916667	0.5	0.236700
3.925000	0.5	0.235600
3.933333	0.5	0.232550
3.941667	0.5	0.231150
3.950000	0.5	0.231700
3.958333	0.5	0.230700
3.966667	0.5	0.233250
3.975000	0.5	0.232400
3.983333	0.5	0.232000
3.991667	0.5	0.229400
4.000000	0.5	0.227750
4.008333	0.5	0.226650
4.016667	0.5	0.223850
4.025000	0.5	0.222300
4.033333	0.5	0.219400
4.041667	0.5	0.216850
4.050000	0.5	0.214350
4.058333	0.5	0.210800
4.066667	0.5	0.206700
4.075000	0.5	0.205250
4.083333	0.5	0.203750
4.091667	0.5	0.200500
4.100000	0.5	0.193550
4.108333	0.5	0.191100
4.116667	0.5	0.188500
4.125000	0.5	0.187850
4.133333	0.5	0.183650
4.141667	0.5	0.183900
4.150000	0.5	0.183450
4.158333	0.5	0.181750
4.166667	0.5	0.181900
4.175000	0.5	0.181700
4.183333	0.5	0.179900
4.191667	0.5	0.180350
4.200000	0.5	0.178900
4.208333	0.5	0.177150
4.216667	0.5	0.180150
4.225000	0.5	0.179000
4.233333	0.5	0.179100
4.241667	0.5	0.174600
4.250000	0.5	0.174000
4.258333	0.5	0.171550
4.266667	0.5	0.168550
4.275000	0.5	0.165450
4.283333	0.5	0.165850
4.291667	0.5	0.163600
4.300000	0.5	0.161100
4.308333	0.5	0.158350
4.316667	0.5	0.155300
4.325000	0.5	0.155850
4.333333	0.5	0.155600
4.341667	0.5	0.155500
4.350000	0.5	0.153100
4.358333	0.5	0.148450
4.366667	0.5	0.146450
4.375000	0.5	0.146450
4.383333	0.5	0.143050
4.391667	0.5	0.142650
4.400000	0.5	0.142800
4.408333	0.5	0.143900
4.416667	0.5	0.146250
4.425000	0.5	0.145050
4.433333	0.5	0.146700
4.441667	0.5	0.148100
4.450000	0.5	0.146350
4.458333	0.5	0.148300
4.466667	0.5	0.147250
4.475000	0.5	0.150150
4.483333	0.5	0.149100
4.491667	0.5	0.146650
4.500000	0.5	0.147850
4.508333	0.5	0.144150
4.516667	0.5	0.142300
4.525000	0.5	0.141650
4.533333	0.5	0.139150
4.541667	0.5	0.137500
4.550000	0.5	0.134550
4.558333	0.5	0.132400
4.566667	0.5	0.131750
4.575000	0.5	0.131500
4.583333	0.5	0.128950
4.591667	0.5	0.128500
4.600000	0.5	0.129500
4.608333	0.5	0.126900
4.616667	0.5	0.123600
4.625000	0.5	0.124400
4.633333	0.5	0.125000
4.641667	0.5	0.127850
4.650000	0.5	0.130850
4.658333	0.5	0.139800
4.666667	0.5	0.147850
4.675000	0.5	0.159400
4.683333	0.5	0.175700
4.691667	0.5	0.199400
4.700000	0.5	0.229200
4.708333	0.5	0.267700
4.716667	0.5	0.315850
4.725000	0.5	0.379100
4.733333	0.5	0.456650
4.741667	0.5	0.548450
4.750000	0.5	0.654800
4.758333	0.5	0.779400
4.766667	0.5	0.922800
4.775000	0.5	1.077850
4.783333	0.5	1.245900
4.791667	0.5	1.425150
4.800000	0.5	1.607450
4.808333	0.5	1.788400
4.816667	0.5	1.959900
4.825000	0.5	2.116100
4.833333	0.5	2.251900
4.841667	0.5	2.362500
4.850000	0.5	2.438050
4.858333	0.5	2.480350
4.866667	0.5	2.481350
4.875000	0.5	2.446300
4.883333	0.5	2.377950
4.891667	0.5	2.277450
4.900000	0.5	2.148750
4.908333	0.5	2.001950
4.916667	0.5	1.840000
4.925000	0.5	1.668350
4.933333	0.5	1.492250
4.941667	0.5	1.318800
4.950000	0.5	1.153550
4.958333	0.5	0.996750
4.966667	0.5	0.855150
4.975000	0.5	0.732000
4.983333	0.5	0.621750
4.991667	0.5	0.529700
5.000000	0.5	0.450500
5.008333	0.5	0.385400
5.016667	0.5	0.331800
5.025000	0.5	0.286850
5.033333	0.5	0.252900
5.041667	0.5	0.225450
5.050000	0.5	0.204050
5.058333	0.5	0.189500
5.066667	0.5	0.175750
5.075000	0.5	0.165150
5.083333	0.5	0.155800
5.091667	0.5	0.149250
5.100000	0.5	0.144100
5.108333	0.5	0.143000
5.116667	0.5	0.141000
5.125000	0.5	0.136550
5.133333	0.5	0.140700
5.141667	0.5	0.142900
5.150000	0.5	0.149200
5.158333	0.5	0.158550
5.166667	0.5	0.171600
5.175000	0.5	0.191500
5.183333	0.5	0.212500
5.191667	0.5	0.237200
5.200000	0.5	0.266500
5.208333	0.5	0.297150
5.216667	0.5	0.332750
5.225000	0.5	0.372800
5.233333	0.5	0.415400
5.241667	0.5	0.459200
5.250000	0.5	0.506850
5.258333	0.5	0.552900
5.266667	0.5	0.596600
5.275000	0.5	0.639700
5.283333	0.5	0.678250
5.291667	0.5	0.710700
5.300000	0.5	0.739250
5.308333	0.5	0.760850
5.316667	0.5	0.775750
5.325000	0.5	0.782500
5.333333	0.5	0.779150
5.341667	0.5	0.769950
5.350000	0.5	0.758850
5.358333	0.5	0.736850
5.366667	0.5	0.713100
5.375000	0.5	0.681250
5.383333	0.5	0.646650
5.391667	0.5	0.613050
5.400000	0.5	0.580450
5.408333	0.5	0.544400
5.416667	0.5	0.514750
5.425000	0.5	0.486500
5.433333	0.5	0.460550
5.441667	0.5	0.434900
5.450000	0.5	0.412300
5.458333	0.5	0.393100
5.466667	0.5	0.376050
5.475000	0.5	0.362200
5.483333	0.5	0.349500
5.491667	0.5	0.340400
5.500000	0.5	0.331800
5.508333	0.5	0.326700
5.516667	0.5	0.320650
5.525000	0.5	0.315200
5.533333	0.5	0.310300
5.541667	0.5	0.305000
5.550000	0.5	0.304350
5.558333	0.5	0.303350
5.566667	0.5	0.301150
5.575000	0.5	0.300500
5.583333	0.5	0.297400
5.591667	0.5	0.298800
5.600000	0.5	0.297250
5.608333	0.5	0.298700
5.616667	0.5	0.296150
5.625000	0.5	0.299200
5.633333	0.5	0.296750
5.641667	0.5	0.292600
5.650000	0.5	0.292900
5.658333	0.5	0.293250
5.666667	0.5	0.292750
5.675000	0.5	0.290600
5.683333	0.5	0.294100
5.691667	0.5	0.293850
5.700000	0.5	0.294100
5.708333	0.5	0.295950
5.716667	0.5	0.293200
5.725000	0.5	0.294850
5.733333	0.5	0.292250
5.741667	0.5	0.290250
5.750000	0.5	0.291050
5.758333	0.5	0.292150
5.766667	0.5	0.289900
5.775000	0.5	0.291050
5.783333	0.5	0.288600
5.791667	0.5	0.289250
5.800000	0.5	0.290100
5.808333	0.5	0.290900
5.816667	0.5	0.290600
5.825000	0.5	0.293400
5.833333	0.5	0.295950
5.841667	0.5	0.297150
5.850000	0.5	0.296450
5.858333	0.5	0.297250
5.866667	0.5	0.300300
5.875000	0.5	0.300800
5.883333	0.5	0.303100
5.891667	0.5	0.302250
5.900000	0.5	0.301500
5.908333	0.5	0.303250
5.916667	0.5	0.305450
5.925000	0.5	0.303050
5.933333	0.5	0.305800
5.941667	0.5	0.305650
5.950000	0.5	0.307350
5.958333	0.5	0.307150
5.966667	0.5	0.305450
5.975000	0.5	0.306600
5.983333	0.5	0.303200
5.991667	0.5	0.303000
6.000000	0.5	0.302800
6.008333	0.5	0.301150
6.016667	0.5	0.304600
6.025000	0.5	0.302500
6.033333	0.5	0.302300
6.041667	0.5	0.301900
6.050000	0.5	0.301400
6.058333	0.5	0.298150
6.066667	0.5	0.299400
6.075000	0.5	0.299650
6.083333	0.5	0.300150
6.091667	0.5	0.301250
6.100000	0.5	0.300700
6.108333	0.5	0.300750
6.116667	0.5	0.299700
6.125000	0.5	0.300600
6.133333	0.5	0.303150
6.141667	0.5	0.302050
6.150000	0.5	0.300400
6.158333	0.5	0.297650
6.166667	0.5	0.296650
6.175000	0.5	0.296150
6.183333	0.5	0.294850
6.191667	0.5	0.294800
6.200000	0.5	0.296750
6.208333	0.5	0.295900
6.216667	0.5	0.295800
6.225000	0.5	0.295150
6.233333	0.5	0.294350
6.241667	0.5	0.294200
6.250000	0.5	0.292400
6.258333	0.5	0.292850
6.266667	0.5	0.294000
6.275000	0.5	0.291950
6.283333	0.5	0.289650
6.291667	0.5	0.289700
6.300000	0.5	0.286300
6.308333	0.5	0.283950
6.316667	0.5	0.281500
6.325000	0.5	0.282150
6.333333	0.5	0.282850
6.341667	0.5	0.280600
6.350000	0.5	0.278350
6.358333	0.5	0.277600
6.366667	0.5	0.277000
6.375000	0.5	0.276150
6.383333	0.5	0.275200
6.391667	0.5	0.276350
6.400000	0.5	0.274650
6.408333	0.5	0.271300
6.416667	0.5	0.271450
6.425000	0.5	0.270000
6.433333	0.5	0.268300
6.441667	0.5	0.269750
6.450000	0.5	0.267850
6.458333	0.5	0.270250
6.466667	0.5	0.268950
6.475000	0.5	0.269050
6.483333	0.5	0.269850
6.491667	0.5	0.267500
6.500000	0.5	0.269600
6.508333	0.5	0.270100
6.516667	0.5	0.270050
6.525000	0.5	0.271050
6.533333	0.5	0.271700
6.541667	0.5	0.272900
6.550000	0.5	0.275400
6.558333	0.5	0.276500
6.566667	0.5	0.281000
6.575000	0.5	0.287150
6.583333	0.5	0.290550
6.591667	0.5	0.295650
6.600000	0.5	0.301000
6.608333	0.5	0.307050
6.616667	0.5	0.314750
6.625000	0.5	0.322200
6.633333	0.5	0.330350
6.641667	0.5	0.338950
6.650000	0.5	0.349300
6.658333	0.5	0.354800
6.666667	0.5	0.363050
6.675000	0.5	0.371700
6.683333	0.5	0.378900
6.691667	0.5	0.386400
6.700000	0.5	0.391650
6.708333	0.5	0.401700
6.716667	0.5	0.405550
6.725000	0.5	0.411400
6.733333	0.5	0.415050
6.741667	0.5	0.417500
6.750000	0.5	0.421850
6.758333	0.5	0.419800
6.766667	0.5	0.420100
6.775000	0.5	0.421300
6.783333	0.5	0.421100
6.791667	0.5	0.421000
6.800000	0.5	0.418650
6.808333	0.5	0.416850
6.816667	0.5	0.415350
6.825000	0.5	0.410050
6.833333	0.5	0.407900
6.841667	0.5	0.404500
6.850000	0.5	0.399200
6.858333	0.5	0.394900
6.866667	0.5	0.388900
6.875000	0.5	0.382200
6.883333	0.5	0.375650
6.891667	0.5	0.366950
6.900000	0.5	0.356500
6.908333	0.5	0.348600
6.916667	0.5	0.336750
6.925000	0.5	0.326250
6.933333	0.5	0.315550
6.941667	0.5	0.305400
6.950000	0.5	0.293600
6.958333	0.5	0.285300
6.966667	0.5	0.278700
6.975000	0.5	0.274100
6.983333	0.5	0.265800
6.991667	0.5	0.260150
7.000000	0.5	0.254150
7.008333	0.5	0.247450
7.016667	0.5	0.243500
7.025000	0.5	0.239450
7.033333	0.5	0.236800
7.041667	0.5	0.233100
7.050000	0.5	0.229750
7.058333	0.5	0.228200
7.066667	0.5	0.224150
7.075000	0.5	0.222700
7.083333	0.5	0.221900
7.091667	0.5	0.218300
7.100000	0.5	0.217950
7.108333	0.5	0.217450
7.116667	0.5	0.215800
7.125000	0.5	0.215150
7.133333	0.5	0.211450
7.141667	0.5	0.209400
7.150000	0.5	0.210100
7.158333	0.5	0.209900
7.166667	0.5	0.206300
7.175000	0.5	0.203450
7.183333	0.5	0.201450
7.191667	0.5	0.200350
7.200000	0.5	0.198000
7.208333	0.5	0.197350
7.216667	0.5	0.194600
7.225000	0.5	0.196800
7.233333	0.5	0.197500
7.241667	0.5	0.196000
7.250000	0.5	0.194300
7.258333	0.5	0.194150
7.266667	0.5	0.191950
7.275000	0.5	0.189550
7.283333	0.5	0.189000
7.291667	0.5	0.187250
7.300000	0.5	0.189300
7.308333	0.5	0.185850
7.316667	0.5	0.183600
7.325000	0.5	0.181450
7.333333	0.5	0.179400
7.341667	0.5	0.176400
7.350000	0.5	0.177700
7.358333	0.5	0.176500
7.366667	0.5	0.174300
7.375000	0.5	0.172150
7.383333	0.5	0.169950
7.391667	0.5	0.171350
7.400000	0.5	0.167550
7.408333	0.5	0.167200
7.416667	0.5	0.167400
7.425000	0.5	0.166300
7.433333	0.5	0.161550
7.441667	0.5	0.161450
7.450000	0.5	0.160050
7.458333	0.5	0.159250
7.466667	0.5	0.159100
7.475000	0.5	0.157800
7.483333	0.5	0.159750
7.491667	0.5	0.156950
7.500000	0.5	0.157700
7.508333	0.5	0.157900
7.516667	0.5	0.156100
7.525000	0.5	0.155400
7.533333	0.5	0.154350
7.541667	0.5	0.154550
7.550000	0.5	0.154450
7.558333	0.5	0.153700
7.566667	0.5	0.151500
7.575000	0.5	0.149300
7.583333	0.5	0.148350
7.591667	0.5	0.151400
7.600000	0.5	0.148250
7.608333	0.5	0.146800
