File Path	chrom://pc-9x9lfs2/ChromeleonLocal/Instrument Data/ICS-6000/Sequence/MD18-Full.seq/264.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	D-St7
Injection Number	4
Position	BA3
Comment	
Processing Method	Processing
Instrument Method	Starches_Martens et al. 2018
Type	Unknown
Status	Finished
Injection Date	28-1-2020
Injection Time	21:40:31
Injection Volume (µl)	10.0
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	70.000000
Data Points	8401
Detector	EDet1
Generating Data System	Chromeleon 7.2.9.11323
Exporting Data System	Chromeleon 7.2.9.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-1.515700
Signal Max.	1.026.175915
Channel	ED_1
Driver Name	DC-6000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
17.316667	0.5	1.496900
17.325000	0.5	1.361650
17.333333	0.5	1.237050
17.341667	0.5	1.133750
17.350000	0.5	1.039600
17.358333	0.5	0.961000
17.366667	0.5	0.890950
17.375000	0.5	0.829350
17.383333	0.5	0.781500
17.391667	0.5	0.735550
17.400000	0.5	0.698050
17.408333	0.5	0.665750
17.416667	0.5	0.636000
17.425000	0.5	0.612700
17.433333	0.5	0.587300
17.441667	0.5	0.570000
17.450000	0.5	0.552700
17.458333	0.5	0.535400
17.466667	0.5	0.520350
17.475000	0.5	0.503800
17.483333	0.5	0.490850
17.491667	0.5	0.474500
17.500000	0.5	0.460900
17.508333	0.5	0.446300
17.516667	0.5	0.435150
17.525000	0.5	0.422400
17.533333	0.5	0.409900
17.541667	0.5	0.397000
17.550000	0.5	0.383250
17.558333	0.5	0.371350
17.566667	0.5	0.359600
17.575000	0.5	0.349400
17.583333	0.5	0.336250
17.591667	0.5	0.323550
17.600000	0.5	0.313550
17.608333	0.5	0.303850
17.616667	0.5	0.295200
17.625000	0.5	0.287750
17.633333	0.5	0.282800
17.641667	0.5	0.279950
17.650000	0.5	0.277550
17.658333	0.5	0.275750
17.666667	0.5	0.274250
17.675000	0.5	0.272550
17.683333	0.5	0.274400
17.691667	0.5	0.275850
17.700000	0.5	0.281650
17.708333	0.5	0.284350
17.716667	0.5	0.290000
17.725000	0.5	0.297000
17.733333	0.5	0.304900
17.741667	0.5	0.310000
17.750000	0.5	0.315950
17.758333	0.5	0.325650
17.766667	0.5	0.330850
17.775000	0.5	0.339650
17.783333	0.5	0.345300
17.791667	0.5	0.349850
17.800000	0.5	0.351650
17.808333	0.5	0.355450
17.816667	0.5	0.354800
17.825000	0.5	0.355500
17.833333	0.5	0.353350
17.841667	0.5	0.345650
17.850000	0.5	0.339800
17.858333	0.5	0.328850
17.866667	0.5	0.320100
17.875000	0.5	0.310050
17.883333	0.5	0.298000
17.891667	0.5	0.289550
17.900000	0.5	0.276800
17.908333	0.5	0.265150
17.916667	0.5	0.253550
17.925000	0.5	0.241050
17.933333	0.5	0.229700
17.941667	0.5	0.217150
17.950000	0.5	0.207000
17.958333	0.5	0.198050
17.966667	0.5	0.189900
17.975000	0.5	0.183700
17.983333	0.5	0.174350
17.991667	0.5	0.171550
18.000000	0.5	0.164850
18.008333	0.5	0.162950
18.016667	0.5	0.160800
18.025000	0.5	0.160650
18.033333	0.5	0.158850
18.041667	0.5	0.159750
18.050000	0.5	0.159500
18.058333	0.5	0.162800
18.066667	0.5	0.164250
18.075000	0.5	0.166650
18.083333	0.5	0.167600
18.091667	0.5	0.171450
18.100000	0.5	0.171500
18.108333	0.5	0.173500
18.116667	0.5	0.174500
18.125000	0.5	0.173850
18.133333	0.5	0.177850
18.141667	0.5	0.177300
18.150000	0.5	0.181400
18.158333	0.5	0.180100
18.166667	0.5	0.177850
18.175000	0.5	0.176550
18.183333	0.5	0.170750
18.191667	0.5	0.167400
18.200000	0.5	0.161500
18.208333	0.5	0.154400
18.216667	0.5	0.148700
18.225000	0.5	0.138850
18.233333	0.5	0.129800
18.241667	0.5	0.119100
18.250000	0.5	0.107500
18.258333	0.5	0.097150
18.266667	0.5	0.089350
18.275000	0.5	0.077200
18.283333	0.5	0.065850
18.291667	0.5	0.056000
18.300000	0.5	0.048100
18.308333	0.5	0.038750
18.316667	0.5	0.028600
18.325000	0.5	0.021100
18.333333	0.5	0.013350
18.341667	0.5	0.009450
18.350000	0.5	0.000550
18.358333	0.5	-0.007700
18.366667	0.5	-0.013050
18.375000	0.5	-0.017100
18.383333	0.5	-0.023000
18.391667	0.5	-0.027100
18.400000	0.5	-0.028650
18.408333	0.5	-0.031800
18.416667	0.5	-0.033700
18.425000	0.5	-0.035950
18.433333	0.5	-0.036300
18.441667	0.5	-0.038900
18.450000	0.5	-0.043500
18.458333	0.5	-0.046050
18.466667	0.5	-0.047300
18.475000	0.5	-0.050000
18.483333	0.5	-0.050350
18.491667	0.5	-0.053250
18.500000	0.5	-0.055000
18.508333	0.5	-0.058550
18.516667	0.5	-0.061900
18.525000	0.5	-0.061700
18.533333	0.5	-0.062950
18.541667	0.5	-0.063850
18.550000	0.5	-0.063850
18.558333	0.5	-0.064600
18.566667	0.5	-0.065650
18.575000	0.5	-0.065550
18.583333	0.5	-0.068750
18.591667	0.5	-0.067950
18.600000	0.5	-0.063750
18.608333	0.5	-0.066100
18.616667	0.5	-0.067800
18.625000	0.5	-0.069100
18.633333	0.5	-0.069550
18.641667	0.5	-0.070850
18.650000	0.5	-0.071600
18.658333	0.5	-0.070550
18.666667	0.5	-0.068450
18.675000	0.5	-0.069950
18.683333	0.5	-0.070550
18.691667	0.5	-0.071200
18.700000	0.5	-0.072000
18.708333	0.5	-0.072000
18.716667	0.5	-0.074550
18.725000	0.5	-0.074150
18.733333	0.5	-0.075800
18.741667	0.5	-0.077400
18.750000	0.5	-0.077350
18.758333	0.5	-0.079800
18.766667	0.5	-0.080400
18.775000	0.5	-0.083500
18.783333	0.5	-0.083000
18.791667	0.5	-0.084900
18.800000	0.5	-0.082750
18.808333	0.5	-0.084300
18.816667	0.5	-0.084550
18.825000	0.5	-0.086600
18.833333	0.5	-0.084250
18.841667	0.5	-0.082600
18.850000	0.5	-0.081200
18.858333	0.5	-0.080150
18.866667	0.5	-0.077750
18.875000	0.5	-0.078250
18.883333	0.5	-0.076400
18.891667	0.5	-0.073100
18.900000	0.5	-0.071650
18.908333	0.5	-0.066800
18.916667	0.5	-0.060950
18.925000	0.5	-0.055800
18.933333	0.5	-0.052000
18.941667	0.5	-0.047800
18.950000	0.5	-0.042050
18.958333	0.5	-0.039000
18.966667	0.5	-0.034700
18.975000	0.5	-0.030050
18.983333	0.5	-0.023950
18.991667	0.5	-0.018050
19.000000	0.5	-0.015250
19.008333	0.5	-0.012300
19.016667	0.5	-0.007300
19.025000	0.5	-0.005300
19.033333	0.5	-0.003050
19.041667	0.5	0.001000
19.050000	0.5	0.004450
19.058333	0.5	0.007800
19.066667	0.5	0.011550
19.075000	0.5	0.017100
19.083333	0.5	0.022400
19.091667	0.5	0.031100
19.100000	0.5	0.040700
19.108333	0.5	0.056000
19.116667	0.5	0.079250
19.125000	0.5	0.104200
19.133333	0.5	0.144250
19.141667	0.5	0.198150
19.150000	0.5	0.275150
19.158333	0.5	0.373650
19.166667	0.5	0.506400
19.175000	0.5	0.688750
19.183333	0.5	0.917600
19.191667	0.5	1.218350
19.200000	0.5	1.607400
19.208333	0.5	2.098050
19.216667	0.5	2.722400
19.225000	0.5	3.500450
19.233333	0.5	4.467300
19.241667	0.5	5.663250
19.250000	0.5	7.114700
19.258333	0.5	8.866300
19.266667	0.5	10.947900
19.275000	0.5	13.391100
19.283333	0.5	16.237400
19.291667	0.5	19.489650
19.300000	0.5	23.140200
19.308333	0.5	27.175550
19.316667	0.5	31.562900
19.325000	0.5	36.228901
19.333333	0.5	41.071201
19.341667	0.5	45.986301
19.350000	0.5	50.870301
19.358333	0.5	55.609301
19.366667	0.5	60.103151
19.375000	0.5	64.231601
19.383333	0.5	67.924801
19.391667	0.5	71.185151
19.400000	0.5	74.006351
19.408333	0.5	76.396101
19.416667	0.5	78.366001
19.425000	0.5	79.985901
19.433333	0.5	81.263851
19.441667	0.5	82.249251
19.450000	0.5	82.956651
19.458333	0.5	83.429501
19.466667	0.5	83.679151
19.475000	0.5	83.708901
19.483333	0.5	83.547651
19.491667	0.5	83.184051
19.500000	0.5	82.613951
19.508333	0.5	81.831301
19.516667	0.5	80.805051
19.525000	0.5	79.538951
19.533333	0.5	77.995451
19.541667	0.5	76.162501
19.550000	0.5	74.036401
19.558333	0.5	71.590551
19.566667	0.5	68.807451
19.575000	0.5	65.690701
19.583333	0.5	62.257301
19.591667	0.5	58.534501
19.600000	0.5	54.565251
19.608333	0.5	50.416451
19.616667	0.5	46.155301
19.625000	0.5	41.855651
19.633333	0.5	37.538701
19.641667	0.5	33.350200
19.650000	0.5	29.338000
19.658333	0.5	25.560450
19.666667	0.5	22.052800
19.675000	0.5	18.844800
19.683333	0.5	15.955850
19.691667	0.5	13.385100
19.700000	0.5	11.116950
19.708333	0.5	9.153850
19.716667	0.5	7.465550
19.725000	0.5	6.037000
19.733333	0.5	4.841000
19.741667	0.5	3.846250
19.750000	0.5	3.033250
19.758333	0.5	2.371000
19.766667	0.5	1.837850
19.775000	0.5	1.415850
19.783333	0.5	1.081900
19.791667	0.5	0.826950
19.800000	0.5	0.631500
19.808333	0.5	0.487050
19.816667	0.5	0.384150
19.825000	0.5	0.311600
19.833333	0.5	0.266350
19.841667	0.5	0.239250
19.850000	0.5	0.228450
19.858333	0.5	0.230250
19.866667	0.5	0.238550
19.875000	0.5	0.251700
19.883333	0.5	0.267850
19.891667	0.5	0.285350
19.900000	0.5	0.300250
19.908333	0.5	0.317400
19.916667	0.5	0.329050
19.925000	0.5	0.339200
19.933333	0.5	0.342400
19.941667	0.5	0.345400
19.950000	0.5	0.338850
19.958333	0.5	0.326250
19.966667	0.5	0.312700
19.975000	0.5	0.291100
19.983333	0.5	0.266200
19.991667	0.5	0.236150
20.000000	0.5	0.203000
20.008333	0.5	0.168250
20.016667	0.5	0.131600
20.025000	0.5	0.090350
20.033333	0.5	0.050600
20.041667	0.5	0.012100
20.050000	0.5	-0.028400
20.058333	0.5	-0.062800
20.066667	0.5	-0.096800
20.075000	0.5	-0.130700
20.083333	0.5	-0.161450
20.091667	0.5	-0.186050
20.100000	0.5	-0.208800
20.108333	0.5	-0.228400
20.116667	0.5	-0.246150
20.125000	0.5	-0.261900
20.133333	0.5	-0.271500
20.141667	0.5	-0.281650
20.150000	0.5	-0.289400
20.158333	0.5	-0.294350
20.166667	0.5	-0.296400
20.175000	0.5	-0.294250
20.183333	0.5	-0.293200
20.191667	0.5	-0.288800
20.200000	0.5	-0.280750
20.208333	0.5	-0.269850
20.216667	0.5	-0.261100
20.225000	0.5	-0.248100
20.233333	0.5	-0.233500
20.241667	0.5	-0.218350
20.250000	0.5	-0.202600
20.258333	0.5	-0.183500
20.266667	0.5	-0.164250
20.275000	0.5	-0.145750
20.283333	0.5	-0.128100
20.291667	0.5	-0.110750
20.300000	0.5	-0.091750
20.308333	0.5	-0.071400
20.316667	0.5	-0.055400
20.325000	0.5	-0.040950
20.333333	0.5	-0.025050
20.341667	0.5	-0.012450
20.350000	0.5	-0.000950
20.358333	0.5	0.006650
20.366667	0.5	0.013200
20.375000	0.5	0.018250
20.383333	0.5	0.019800
20.391667	0.5	0.020750
20.400000	0.5	0.015900
20.408333	0.5	0.007900
20.416667	0.5	-0.002350
20.425000	0.5	-0.012100
20.433333	0.5	-0.023950
20.441667	0.5	-0.039250
20.450000	0.5	-0.054950
20.458333	0.5	-0.070350
20.466667	0.5	-0.088200
20.475000	0.5	-0.109050
20.483333	0.5	-0.125650
20.491667	0.5	-0.147500
20.500000	0.5	-0.168950
20.508333	0.5	-0.189500
20.516667	0.5	-0.210250
20.525000	0.5	-0.227350
20.533333	0.5	-0.246750
20.541667	0.5	-0.265600
20.550000	0.5	-0.282200
20.558333	0.5	-0.299150
20.566667	0.5	-0.312050
20.575000	0.5	-0.326600
20.583333	0.5	-0.338450
20.591667	0.5	-0.351200
20.600000	0.5	-0.359850
20.608333	0.5	-0.368450
20.616667	0.5	-0.377200
20.625000	0.5	-0.383400
20.633333	0.5	-0.389650
20.641667	0.5	-0.391050
20.650000	0.5	-0.397350
20.658333	0.5	-0.401450
20.666667	0.5	-0.405050
20.675000	0.5	-0.407550
20.683333	0.5	-0.408850
20.691667	0.5	-0.411500
20.700000	0.5	-0.411300
20.708333	0.5	-0.410150
20.716667	0.5	-0.411550
20.725000	0.5	-0.411750
20.733333	0.5	-0.410250
20.741667	0.5	-0.410000
20.750000	0.5	-0.409700
20.758333	0.5	-0.411400
20.766667	0.5	-0.411550
20.775000	0.5	-0.409900
20.783333	0.5	-0.411000
20.791667	0.5	-0.410650
20.800000	0.5	-0.411700
20.808333	0.5	-0.413550
20.816667	0.5	-0.414050
20.825000	0.5	-0.414650
20.833333	0.5	-0.413250
20.841667	0.5	-0.415200
20.850000	0.5	-0.416200
20.858333	0.5	-0.416850
20.866667	0.5	-0.417850
20.875000	0.5	-0.419100
20.883333	0.5	-0.417600
20.891667	0.5	-0.417900
20.900000	0.5	-0.418400
20.908333	0.5	-0.419800
20.916667	0.5	-0.421100
20.925000	0.5	-0.423300
20.933333	0.5	-0.425300
20.941667	0.5	-0.426900
20.950000	0.5	-0.426250
20.958333	0.5	-0.429850
20.966667	0.5	-0.429500
20.975000	0.5	-0.430150
20.983333	0.5	-0.433450
20.991667	0.5	-0.430500
21.000000	0.5	-0.432700
21.008333	0.5	-0.436400
21.016667	0.5	-0.437500
21.025000	0.5	-0.440000
21.033333	0.5	-0.439700
21.041667	0.5	-0.444250
21.050000	0.5	-0.444700
21.058333	0.5	-0.447000
21.066667	0.5	-0.448800
21.075000	0.5	-0.448250
21.083333	0.5	-0.450050
21.091667	0.5	-0.449600
21.100000	0.5	-0.454000
21.108333	0.5	-0.453350
21.116667	0.5	-0.454000
21.125000	0.5	-0.453800
21.133333	0.5	-0.454150
21.141667	0.5	-0.456000
21.150000	0.5	-0.454250
21.158333	0.5	-0.453450
21.166667	0.5	-0.453950
21.175000	0.5	-0.456650
21.183333	0.5	-0.457000
21.191667	0.5	-0.458150
21.200000	0.5	-0.457700
21.208333	0.5	-0.456650
21.216667	0.5	-0.454850
21.225000	0.5	-0.452850
21.233333	0.5	-0.451800
21.241667	0.5	-0.451050
21.250000	0.5	-0.450500
21.258333	0.5	-0.449150
21.266667	0.5	-0.449050
21.275000	0.5	-0.448000
21.283333	0.5	-0.445250
21.291667	0.5	-0.443150
21.300000	0.5	-0.440100
21.308333	0.5	-0.437850
21.316667	0.5	-0.435300
21.325000	0.5	-0.431250
21.333333	0.5	-0.428400
21.341667	0.5	-0.423400
21.350000	0.5	-0.416950
21.358333	0.5	-0.410600
21.366667	0.5	-0.405000
21.375000	0.5	-0.396400
21.383333	0.5	-0.388550
21.391667	0.5	-0.380550
21.400000	0.5	-0.371300
21.408333	0.5	-0.361150
21.416667	0.5	-0.347000
21.425000	0.5	-0.338050
21.433333	0.5	-0.328450
21.441667	0.5	-0.316450
21.450000	0.5	-0.305700
21.458333	0.5	-0.294700
21.466667	0.5	-0.281650
21.475000	0.5	-0.270850
21.483333	0.5	-0.260150
21.491667	0.5	-0.248950
21.500000	0.5	-0.239300
21.508333	0.5	-0.231900
21.516667	0.5	-0.225950
21.525000	0.5	-0.220100
21.533333	0.5	-0.217300
21.541667	0.5	-0.214650
21.550000	0.5	-0.214650
21.558333	0.5	-0.215000
21.566667	0.5	-0.219050
21.575000	0.5	-0.225500
21.583333	0.5	-0.229700
21.591667	0.5	-0.233700
21.600000	0.5	-0.243500
21.608333	0.5	-0.251950
21.616667	0.5	-0.258900
21.625000	0.5	-0.270750
21.633333	0.5	-0.280250
21.641667	0.5	-0.291950
21.650000	0.5	-0.303400
21.658333	0.5	-0.312250
21.666667	0.5	-0.321950
21.675000	0.5	-0.331400
21.683333	0.5	-0.341850
21.691667	0.5	-0.353850
21.700000	0.5	-0.362250
21.708333	0.5	-0.369450
21.716667	0.5	-0.377250
21.725000	0.5	-0.384050
21.733333	0.5	-0.388950
21.741667	0.5	-0.393000
21.750000	0.5	-0.398600
21.758333	0.5	-0.405750
21.766667	0.5	-0.408300
21.775000	0.5	-0.412500
21.783333	0.5	-0.415800
21.791667	0.5	-0.418750
21.800000	0.5	-0.421950
21.808333	0.5	-0.425350
21.816667	0.5	-0.426800
21.825000	0.5	-0.431650
21.833333	0.5	-0.432450
21.841667	0.5	-0.435650
21.850000	0.5	-0.438350
21.858333	0.5	-0.439650
21.866667	0.5	-0.438600
21.875000	0.5	-0.441650
21.883333	0.5	-0.444450
21.891667	0.5	-0.444100
21.900000	0.5	-0.445700
21.908333	0.5	-0.448150
21.916667	0.5	-0.448850
21.925000	0.5	-0.447950
21.933333	0.5	-0.447700
21.941667	0.5	-0.451900
21.950000	0.5	-0.453300
21.958333	0.5	-0.454450
21.966667	0.5	-0.454650
21.975000	0.5	-0.455400
21.983333	0.5	-0.458550
21.991667	0.5	-0.457150
22.000000	0.5	-0.457850
22.008333	0.5	-0.457700
22.016667	0.5	-0.458200
22.025000	0.5	-0.458450
22.033333	0.5	-0.459700
22.041667	0.5	-0.460600
22.050000	0.5	-0.458350
22.058333	0.5	-0.459050
22.066667	0.5	-0.459000
22.075000	0.5	-0.459350
22.083333	0.5	-0.459950
22.091667	0.5	-0.461750
22.100000	0.5	-0.457350
22.108333	0.5	-0.456850
22.116667	0.5	-0.456050
22.125000	0.5	-0.456100
22.133333	0.5	-0.454850
22.141667	0.5	-0.454050
22.150000	0.5	-0.453700
22.158333	0.5	-0.453300
22.166667	0.5	-0.451950
22.175000	0.5	-0.450800
22.183333	0.5	-0.447450
22.191667	0.5	-0.450150
22.200000	0.5	-0.450650
22.208333	0.5	-0.451000
22.216667	0.5	-0.450300
22.225000	0.5	-0.451000
22.233333	0.5	-0.452900
22.241667	0.5	-0.452150
22.250000	0.5	-0.452100
22.258333	0.5	-0.452050
22.266667	0.5	-0.453400
22.275000	0.5	-0.454500
22.283333	0.5	-0.456300
22.291667	0.5	-0.456900
22.300000	0.5	-0.460200
22.308333	0.5	-0.461350
22.316667	0.5	-0.461950
22.325000	0.5	-0.464450
22.333333	0.5	-0.467700
22.341667	0.5	-0.469850
22.350000	0.5	-0.472500
22.358333	0.5	-0.473600
22.366667	0.5	-0.475650
22.375000	0.5	-0.476450
22.383333	0.5	-0.478550
22.391667	0.5	-0.478400
22.400000	0.5	-0.480400
22.408333	0.5	-0.481900
22.416667	0.5	-0.483500
22.425000	0.5	-0.484100
22.433333	0.5	-0.484950
22.441667	0.5	-0.483850
22.450000	0.5	-0.487850
22.458333	0.5	-0.489850
22.466667	0.5	-0.491850
22.475000	0.5	-0.493450
22.483333	0.5	-0.493850
22.491667	0.5	-0.496400
22.500000	0.5	-0.495050
22.508333	0.5	-0.496350
22.516667	0.5	-0.494950
22.525000	0.5	-0.496450
22.533333	0.5	-0.499050
22.541667	0.5	-0.500000
22.550000	0.5	-0.500700
22.558333	0.5	-0.501800
22.566667	0.5	-0.503350
22.575000	0.5	-0.504950
22.583333	0.5	-0.505350
22.591667	0.5	-0.508250
22.600000	0.5	-0.509900
22.608333	0.5	-0.509700
22.616667	0.5	-0.508750
22.625000	0.5	-0.510500
22.633333	0.5	-0.511400
22.641667	0.5	-0.512500
22.650000	0.5	-0.512550
22.658333	0.5	-0.514100
22.666667	0.5	-0.516750
22.675000	0.5	-0.513800
22.683333	0.5	-0.515100
22.691667	0.5	-0.515850
22.700000	0.5	-0.517750
22.708333	0.5	-0.519450
22.716667	0.5	-0.519900
22.725000	0.5	-0.520900
22.733333	0.5	-0.520050
22.741667	0.5	-0.519150
22.750000	0.5	-0.522200
22.758333	0.5	-0.520150
22.766667	0.5	-0.519750
22.775000	0.5	-0.520300
22.783333	0.5	-0.519750
22.791667	0.5	-0.518800
22.800000	0.5	-0.521200
22.808333	0.5	-0.522400
22.816667	0.5	-0.520250
22.825000	0.5	-0.521400
22.833333	0.5	-0.521900
22.841667	0.5	-0.523100
22.850000	0.5	-0.522750
22.858333	0.5	-0.523550
22.866667	0.5	-0.524950
22.875000	0.5	-0.525600
22.883333	0.5	-0.523550
22.891667	0.5	-0.524850
22.900000	0.5	-0.525150
22.908333	0.5	-0.525850
22.916667	0.5	-0.523950
22.925000	0.5	-0.522500
22.933333	0.5	-0.524150
22.941667	0.5	-0.523450
22.950000	0.5	-0.522200
22.958333	0.5	-0.521100
22.966667	0.5	-0.523200
22.975000	0.5	-0.520250
22.983333	0.5	-0.522300
22.991667	0.5	-0.521550
23.000000	0.5	-0.519700
23.008333	0.5	-0.518900
23.016667	0.5	-0.514800
23.025000	0.5	-0.515100
23.033333	0.5	-0.511400
23.041667	0.5	-0.510100
23.050000	0.5	-0.507850
23.058333	0.5	-0.505000
23.066667	0.5	-0.503500
23.075000	0.5	-0.499200
23.083333	0.5	-0.493900
23.091667	0.5	-0.490650
23.100000	0.5	-0.484200
23.108333	0.5	-0.481200
23.116667	0.5	-0.474050
23.125000	0.5	-0.466450
23.133333	0.5	-0.459900
23.141667	0.5	-0.451950
23.150000	0.5	-0.444450
23.158333	0.5	-0.435450
23.166667	0.5	-0.428750
23.175000	0.5	-0.419350
23.183333	0.5	-0.410700
23.191667	0.5	-0.403450
23.200000	0.5	-0.395600
23.208333	0.5	-0.385550
23.216667	0.5	-0.380100
23.225000	0.5	-0.373850
23.233333	0.5	-0.371550
23.241667	0.5	-0.366750
23.250000	0.5	-0.363850
23.258333	0.5	-0.360400
23.266667	0.5	-0.358950
23.275000	0.5	-0.359050
23.283333	0.5	-0.358400
23.291667	0.5	-0.361650
23.300000	0.5	-0.362650
23.308333	0.5	-0.368650
23.316667	0.5	-0.374300
23.325000	0.5	-0.380950
23.333333	0.5	-0.389200
23.341667	0.5	-0.394200
23.350000	0.5	-0.401750
23.358333	0.5	-0.409000
23.366667	0.5	-0.416900
23.375000	0.5	-0.424200
23.383333	0.5	-0.432750
23.391667	0.5	-0.439200
23.400000	0.5	-0.446650
23.408333	0.5	-0.452450
23.416667	0.5	-0.457550
23.425000	0.5	-0.462450
23.433333	0.5	-0.468400
23.441667	0.5	-0.471600
23.450000	0.5	-0.474850
23.458333	0.5	-0.477100
23.466667	0.5	-0.478850
23.475000	0.5	-0.481500
23.483333	0.5	-0.484100
23.491667	0.5	-0.486100
23.500000	0.5	-0.485600
23.508333	0.5	-0.486400
23.516667	0.5	-0.487450
23.525000	0.5	-0.484100
23.533333	0.5	-0.483800
23.541667	0.5	-0.482900
23.550000	0.5	-0.482400
23.558333	0.5	-0.481850
23.566667	0.5	-0.480850
23.575000	0.5	-0.481500
23.583333	0.5	-0.481200
23.591667	0.5	-0.480250
23.600000	0.5	-0.481650
23.608333	0.5	-0.480900
23.616667	0.5	-0.481650
23.625000	0.5	-0.482750
23.633333	0.5	-0.484850
23.641667	0.5	-0.490100
23.650000	0.5	-0.488400
23.658333	0.5	-0.488450
23.666667	0.5	-0.488800
23.675000	0.5	-0.490350
23.683333	0.5	-0.493250
23.691667	0.5	-0.493000
23.700000	0.5	-0.494650
23.708333	0.5	-0.495400
23.716667	0.5	-0.495950
23.725000	0.5	-0.497600
23.733333	0.5	-0.501950
23.741667	0.5	-0.503600
23.750000	0.5	-0.505000
23.758333	0.5	-0.506600
23.766667	0.5	-0.507300
23.775000	0.5	-0.508750
23.783333	0.5	-0.506700
23.791667	0.5	-0.506500
23.800000	0.5	-0.508550
23.808333	0.5	-0.506100
23.816667	0.5	-0.506650
23.825000	0.5	-0.507350
23.833333	0.5	-0.506700
23.841667	0.5	-0.506050
23.850000	0.5	-0.505700
23.858333	0.5	-0.503300
23.866667	0.5	-0.503350
23.875000	0.5	-0.503350
23.883333	0.5	-0.502700
23.891667	0.5	-0.501300
23.900000	0.5	-0.500350
23.908333	0.5	-0.498300
23.916667	0.5	-0.498350
23.925000	0.5	-0.496450
23.933333	0.5	-0.494800
23.941667	0.5	-0.493350
23.950000	0.5	-0.492850
23.958333	0.5	-0.492700
23.966667	0.5	-0.491100
23.975000	0.5	-0.488450
23.983333	0.5	-0.489600
23.991667	0.5	-0.492550
24.000000	0.5	-0.491750
24.008333	0.5	-0.491500
24.016667	0.5	-0.491400
24.025000	0.5	-0.495900
24.033333	0.5	-0.495550
24.041667	0.5	-0.494500
24.050000	0.5	-0.496400
24.058333	0.5	-0.497150
24.066667	0.5	-0.500600
24.075000	0.5	-0.501750
24.083333	0.5	-0.502300
24.091667	0.5	-0.504650
24.100000	0.5	-0.505450
24.108333	0.5	-0.508900
24.116667	0.5	-0.511000
24.125000	0.5	-0.513000
24.133333	0.5	-0.518150
24.141667	0.5	-0.521400
24.150000	0.5	-0.525500
24.158333	0.5	-0.526900
24.166667	0.5	-0.529500
24.175000	0.5	-0.530050
24.183333	0.5	-0.532050
24.191667	0.5	-0.532850
24.200000	0.5	-0.535750
24.208333	0.5	-0.536350
24.216667	0.5	-0.538850
24.225000	0.5	-0.539550
24.233333	0.5	-0.538700
24.241667	0.5	-0.540650
24.250000	0.5	-0.542850
24.258333	0.5	-0.545000
24.266667	0.5	-0.545300
24.275000	0.5	-0.546600
24.283333	0.5	-0.547200
24.291667	0.5	-0.548200
24.300000	0.5	-0.547100
24.308333	0.5	-0.548300
24.316667	0.5	-0.547850
24.325000	0.5	-0.547000
24.333333	0.5	-0.548950
24.341667	0.5	-0.549300
24.350000	0.5	-0.550550
24.358333	0.5	-0.551450
24.366667	0.5	-0.549650
24.375000	0.5	-0.551350
24.383333	0.5	-0.551900
24.391667	0.5	-0.554400
24.400000	0.5	-0.554550
24.408333	0.5	-0.554400
24.416667	0.5	-0.556600
24.425000	0.5	-0.558200
24.433333	0.5	-0.556450
24.441667	0.5	-0.557800
24.450000	0.5	-0.556750
24.458333	0.5	-0.557750
24.466667	0.5	-0.557250
24.475000	0.5	-0.556050
24.483333	0.5	-0.556650
24.491667	0.5	-0.556500
24.500000	0.5	-0.557900
24.508333	0.5	-0.559050
24.516667	0.5	-0.559300
24.525000	0.5	-0.558050
24.533333	0.5	-0.559200
24.541667	0.5	-0.558250
24.550000	0.5	-0.556400
24.558333	0.5	-0.555500
24.566667	0.5	-0.553000
24.575000	0.5	-0.552000
24.583333	0.5	-0.551650
24.591667	0.5	-0.550100
24.600000	0.5	-0.550450
24.608333	0.5	-0.549300
24.616667	0.5	-0.548200
24.625000	0.5	-0.544800
24.633333	0.5	-0.541900
24.641667	0.5	-0.540050
24.650000	0.5	-0.537100
24.658333	0.5	-0.536450
24.666667	0.5	-0.535750
24.675000	0.5	-0.529400
24.683333	0.5	-0.524900
24.691667	0.5	-0.519350
24.700000	0.5	-0.515450
24.708333	0.5	-0.510050
24.716667	0.5	-0.501800
24.725000	0.5	-0.496200
24.733333	0.5	-0.490450
24.741667	0.5	-0.482650
24.750000	0.5	-0.474250
24.758333	0.5	-0.472000
24.766667	0.5	-0.465250
24.775000	0.5	-0.459550
24.783333	0.5	-0.454150
24.791667	0.5	-0.447650
24.800000	0.5	-0.444050
24.808333	0.5	-0.437550
24.816667	0.5	-0.433450
24.825000	0.5	-0.431800
24.833333	0.5	-0.429250
24.841667	0.5	-0.429850
24.850000	0.5	-0.428950
24.858333	0.5	-0.431300
24.866667	0.5	-0.433900
24.875000	0.5	-0.436550
24.883333	0.5	-0.439600
24.891667	0.5	-0.444800
24.900000	0.5	-0.451600
24.908333	0.5	-0.456550
24.916667	0.5	-0.462850
24.925000	0.5	-0.469350
24.933333	0.5	-0.475250
