Samples	water	D-St6	D-St7	D-St8	D-St9
19.808	-0.73495	1.8156	0.48705	0.1758	-0.1299
19.817	-0.73605	1.53005	0.38415	0.0208	-0.17935
19.825	-0.7362	1.32805	0.3116	-0.08875	-0.217
19.833	-0.7354	1.1883	0.26635	-0.166	-0.24435
19.842	-0.7352	1.1017	0.23925	-0.21905	-0.26195
19.850	-0.73465	1.05545	0.22845	-0.2503	-0.27635
19.858	-0.7333	1.0419	0.23025	-0.26795	-0.28325
19.867	-0.7352	1.0521	0.23855	-0.27215	-0.28785
19.875	-0.73315	1.0829	0.2517	-0.26935	-0.2895
19.883	-0.7339	1.1225	0.26785	-0.2605	-0.28785
19.892	-0.73565	1.16855	0.28535	-0.2462	-0.28575
19.900	-0.73595	1.21985	0.30025	-0.23045	-0.2828
19.908	-0.73605	1.26695	0.3174	-0.21585	-0.2776
19.917	-0.73565	1.31235	0.32905	-0.20265	-0.2762
19.925	-0.73705	1.3487	0.3392	-0.19095	-0.27385
19.933	-0.7373	1.38005	0.3424	-0.17935	-0.2728
19.942	-0.738	1.40185	0.3454	-0.175	-0.27245
19.950	-0.74	1.41	0.33885	-0.17265	-0.27185
19.958	-0.73875	1.40645	0.32625	-0.17755	-0.2728
19.967	-0.7392	1.38915	0.3127	-0.18175	-0.27635
19.975	-0.73935	1.3615	0.2911	-0.19435	-0.28025
19.983	-0.7399	1.32075	0.2662	-0.2116	-0.28425
19.992	-0.7399	1.27015	0.23615	-0.23295	-0.28935
20.000	-0.7413	1.21085	0.203	-0.25875	-0.29545
20.008	-0.7418	1.1425	0.16825	-0.28285	-0.30195
20.017	-0.74265	1.06495	0.1316	-0.3155	-0.31235
20.025	-0.74335	0.9822	0.09035	-0.3451	-0.31615
20.033	-0.7429	0.8971	0.0506	-0.3762	-0.32535
20.042	-0.74005	0.8117	0.0121	-0.40975	-0.3373
20.050	-0.7421	0.72405	-0.0284	-0.44195	-0.3454
20.058	-0.7438	0.63845	-0.0628	-0.47595	-0.3549
20.067	-0.74485	0.55595	-0.0968	-0.50855	-0.3603
20.075	-0.74585	0.4744	-0.1307	-0.53855	-0.37175
20.083	-0.7443	0.39585	-0.16145	-0.5689	-0.3759
20.092	-0.74585	0.32545	-0.18605	-0.594	-0.3834
20.100	-0.74515	0.25865	-0.2088	-0.61845	-0.3899
20.108	-0.74295	0.20165	-0.2284	-0.63885	-0.395
20.117	-0.74215	0.14815	-0.24615	-0.6593	-0.40215
20.125	-0.7422	0.10525	-0.2619	-0.679	-0.40495
20.133	-0.7437	0.07015	-0.2715	-0.69225	-0.40995
20.142	-0.7421	0.03725	-0.28165	-0.70275	-0.4141
20.150	-0.7447	0.01145	-0.2894	-0.7142	-0.41585
20.158	-0.7441	-0.0063	-0.29435	-0.71895	-0.4177
20.167	-0.7449	-0.0209	-0.2964	-0.7245	-0.41945
20.175	-0.74545	-0.029	-0.29425	-0.7276	-0.4218
20.183	-0.74465	-0.03	-0.2932	-0.7278	-0.4239
20.192	-0.74615	-0.02655	-0.2888	-0.72495	-0.42315
20.200	-0.7473	-0.0176	-0.28075	-0.7219	-0.42075
20.208	-0.74725	-0.0052	-0.26985	-0.7158	-0.4208
20.217	-0.74965	0.01265	-0.2611	-0.7093	-0.41915
20.225	-0.75085	0.03475	-0.2481	-0.69945	-0.41805
20.233	-0.7489	0.0592	-0.2335	-0.6898	-0.41525
20.242	-0.7485	0.09055	-0.21835	-0.67965	-0.4123
20.250	-0.75045	0.1234	-0.2026	-0.6666	-0.41
20.258	-0.75155	0.1594	-0.1835	-0.6535	-0.4062
20.267	-0.7531	0.1974	-0.16425	-0.63665	-0.402
20.275	-0.75025	0.23865	-0.14575	-0.6226	-0.3981
20.283	-0.75135	0.281	-0.1281	-0.60395	-0.3926
20.292	-0.7519	0.32685	-0.11075	-0.58545	-0.39215
20.300	-0.75195	0.3706	-0.09175	-0.5671	-0.3884
20.308	-0.753	0.41665	-0.0714	-0.5515	-0.3835
20.317	-0.7548	0.4578	-0.0554	-0.5333	-0.3795
20.325	-0.75385	0.50375	-0.04095	-0.52035	-0.37555
20.333	-0.7545	0.5388	-0.02505	-0.50325	-0.3719
20.342	-0.7556	0.5739	-0.01245	-0.4901	-0.36805
20.350	-0.7555	0.60525	-0.00095	-0.4785	-0.36315
20.358	-0.7543	0.6339	0.00665	-0.46705	-0.3597
20.367	-0.7534	0.6579	0.0132	-0.45755	-0.35805
20.375	-0.75385	0.6744	0.01825	-0.45275	-0.3545
20.383	-0.75315	0.69235	0.0198	-0.44785	-0.35575
20.392	-0.7547	0.70015	0.02075	-0.44785	-0.35635
20.400	-0.756	0.70205	0.0159	-0.44765	-0.35635
20.408	-0.75525	0.6952	0.0079	-0.4491	-0.3555
20.417	-0.7561	0.6837	-0.00235	-0.454	-0.35625
20.425	-0.75765	0.67095	-0.0121	-0.46065	-0.35925
20.433	-0.75615	0.6475	-0.02395	-0.46895	-0.36295
20.442	-0.75745	0.6211	-0.03925	-0.4783	-0.36675
20.450	-0.7579	0.59005	-0.05495	-0.49015	-0.3691
20.458	-0.7599	0.55425	-0.07035	-0.5044	-0.3716
20.467	-0.75885	0.51835	-0.0882	-0.5188	-0.37635
20.475	-0.75785	0.47405	-0.10905	-0.53295	-0.38225
20.483	-0.7575	0.4309	-0.12565	-0.5493	-0.3854
20.492	-0.75785	0.3848	-0.1475	-0.5695	-0.3893
20.500	-0.75995	0.3395	-0.16895	-0.5873	-0.3946
20.508	-0.76065	0.2923	-0.1895	-0.60445	-0.4008
20.517	-0.7597	0.24875	-0.21025	-0.62125	-0.4064
20.525	-0.76145	0.2036	-0.22735	-0.638	-0.4094
20.533	-0.7612	0.15815	-0.24675	-0.6557	-0.4127
20.542	-0.76305	0.11525	-0.2656	-0.66895	-0.41715
20.550	-0.75965	0.07615	-0.2822	-0.68585	-0.42305
20.558	-0.7593	0.03725	-0.29915	-0.699	-0.4277
20.567	-0.7642	0.0007	-0.31205	-0.7133	-0.4326
20.575	-0.7634	-0.0316	-0.3266	-0.72685	-0.43435
20.583	-0.7634	-0.0622	-0.33845	-0.73965	-0.4382
20.592	-0.7643	-0.0625	-0.3512	-0.7518	-0.4425
20.600	-0.76485	-0.1224	-0.35985	-0.7613	-0.4413
20.608	-0.76325	-0.14655	-0.36845	-0.77105	-0.44465
20.617	-0.76365	-0.16795	-0.3772	-0.7796	-0.446
20.625	-0.76265	-0.18565	-0.3834	-0.7858	-0.45
20.633	-0.7628	-0.2004	-0.38965	-0.794	-0.45125
20.642	-0.76305	-0.21365	-0.39105	-0.80055	-0.45185
20.650	-0.76235	-0.22425	-0.39735	-0.80455	-0.45485
20.658	-0.7637	-0.23395	-0.40145	-0.8098	-0.45475
20.667	-0.76435	-0.2414	-0.40505	-0.8126	-0.4544
20.675	-0.7645	-0.25035	-0.40755	-0.81575	-0.4576
20.683	-0.76485	-0.2554	-0.40885	-0.81595	-0.4571
20.692	-0.76455	-0.2602	-0.4115	-0.81865	-0.4614
20.700	-0.7644	-0.26515	-0.4113	-0.823	-0.4594
20.708	-0.7651	-0.2668	-0.41015	-0.8216	-0.46115
20.717	-0.7661	-0.26685	-0.41155	-0.82235	-0.46355
20.725	-0.76595	-0.27025	-0.41175	-0.8216	-0.46275
20.733	-0.767	-0.27135	-0.41025	-0.8212	-0.46155
20.742	-0.76735	-0.2737	-0.41	-0.8215	-0.463
20.750	-0.7669	-0.2712	-0.4097	-0.82435	-0.46265
20.758	-0.76765	-0.27245	-0.4114	-0.82455	-0.46295
20.767	-0.7678	-0.2738	-0.41155	-0.82385	-0.46215
20.775	-0.76755	-0.27415	-0.4099	-0.82385	-0.461
20.783	-0.768	-0.2729	-0.411	-0.8236	-0.4605
20.792	-0.76575	-0.27315	-0.41065	-0.82255	-0.45975
20.800	-0.76575	-0.2749	-0.4117	-0.8212	-0.45985
20.808	-0.76505	-0.27495	-0.41355	-0.8219	-0.46355
20.817	-0.7652	-0.2742	-0.41405	-0.8218	-0.46195
20.825	-0.7679	-0.2742	-0.41465	-0.8205	-0.46205
20.833	-0.7665	-0.2717	-0.41325	-0.82045	-0.46375
20.842	-0.7673	-0.27465	-0.4152	-0.822	-0.46245
20.850	-0.76705	-0.275	-0.4162	-0.82115	-0.46185
20.858	-0.76745	-0.278	-0.41685	-0.8231	-0.4604
20.867	-0.76655	-0.2771	-0.41785	-0.8232	-0.4599
20.875	-0.7637	-0.27885	-0.4191	-0.82295	-0.45985
20.883	-0.7636	-0.2789	-0.4176	-0.8248	-0.46
20.892	-0.7619	-0.2808	-0.4179	-0.8254	-0.46025
20.900	-0.76045	-0.2799	-0.4184	-0.8278	-0.46055
20.908	-0.76235	-0.28055	-0.4198	-0.8284	-0.4626
20.917	-0.76415	-0.28135	-0.4211	-0.82825	-0.46215
20.925	-0.7627	-0.28355	-0.4233	-0.83	-0.4612
20.933	-0.76515	-0.2846	-0.4253	-0.8312	-0.4642
20.942	-0.76485	-0.28805	-0.4269	-0.83245	-0.4628
20.950	-0.7651	-0.2916	-0.42625	-0.83355	-0.4657
20.958	-0.76535	-0.29325	-0.42985	-0.83425	-0.46835
20.967	-0.7659	-0.29575	-0.4295	-0.83575	-0.46705
20.975	-0.76845	-0.29925	-0.43015	-0.83705	-0.46705
20.983	-0.76545	-0.30235	-0.43345	-0.8388	-0.46865
20.992	-0.7678	-0.30545	-0.4305	-0.83875	-0.47115
21.000	-0.7676	-0.3131	-0.4327	-0.8425	-0.4709
21.008	-0.76815	-0.3162	-0.4364	-0.84545	-0.4701
21.017	-0.76785	-0.3177	-0.4375	-0.8464	-0.47035
21.025	-0.76855	-0.322	-0.44	-0.84905	-0.47165
21.033	-0.7702	-0.326	-0.4397	-0.84925	-0.47255
21.042	-0.77115	-0.3306	-0.44425	-0.8529	-0.4719
21.050	-0.77075	-0.3337	-0.4447	-0.85065	-0.4712
21.058	-0.7698	-0.33595	-0.447	-0.8508	-0.47305
21.067	-0.7687	-0.3376	-0.4488	-0.853	-0.4744
21.075	-0.7721	-0.34055	-0.44825	-0.8543	-0.47475
21.083	-0.7729	-0.3443	-0.45005	-0.85525	-0.4762
21.092	-0.7739	-0.3421	-0.4496	-0.8562	-0.4766
21.100	-0.77235	-0.3457	-0.454	-0.85745	-0.4763
21.108	-0.7735	-0.35185	-0.45335	-0.85885	-0.4736
21.117	-0.7746	-0.351	-0.454	-0.8586	-0.47535
21.125	-0.77345	-0.3528	-0.4538	-0.8606	-0.47505
21.133	-0.77195	-0.3552	-0.45415	-0.8605	-0.4749
21.142	-0.77035	-0.3563	-0.456	-0.86125	-0.47545
21.150	-0.7711	-0.3551	-0.45425	-0.86385	-0.47465
21.158	-0.7716	-0.3528	-0.45345	-0.86295	-0.47675
21.167	-0.7715	-0.355	-0.45395	-0.8625	-0.47645
21.175	-0.77215	-0.35535	-0.45665	-0.862	-0.4762
21.183	-0.7734	-0.3535	-0.457	-0.8637	-0.47805
21.192	-0.7726	-0.35505	-0.45815	-0.86295	-0.477
21.200	-0.77345	-0.3532	-0.4577	-0.86425	-0.47795
21.208	-0.77435	-0.35495	-0.45665	-0.8647	-0.47795
21.217	-0.7752	-0.35355	-0.45485	-0.8651	-0.47875
21.225	-0.7762	-0.35135	-0.45285	-0.86485	-0.47975
21.233	-0.7765	-0.35015	-0.4518	-0.8645	-0.4816
21.242	-0.77765	-0.3494	-0.45105	-0.86335	-0.4815
21.250	-0.77895	-0.35055	-0.4505	-0.8608	-0.4819
21.258	-0.77885	-0.347	-0.44915	-0.86235	-0.4816
21.267	-0.77915	-0.3432	-0.44905	-0.8619	-0.48205
21.275	-0.78015	-0.3389	-0.448	-0.86095	-0.4805
21.283	-0.78085	-0.3375	-0.44525	-0.859	-0.4802
21.292	-0.78165	-0.3333	-0.44315	-0.8602	-0.47915
21.300	-0.7791	-0.32605	-0.4401	-0.8566	-0.47915
21.308	-0.7806	-0.31965	-0.43785	-0.85255	-0.4771
21.317	-0.78215	-0.3132	-0.4353	-0.8488	-0.4788
21.325	-0.7793	-0.30655	-0.43125	-0.8471	-0.47875
21.333	-0.78305	-0.297	-0.4284	-0.84165	-0.4789
21.342	-0.78485	-0.2857	-0.4234	-0.8388	-0.47635
21.350	-0.78455	-0.27215	-0.41695	-0.83645	-0.47705
21.358	-0.7851	-0.263	-0.4106	-0.83225	-0.47405
21.367	-0.7862	-0.2484	-0.405	-0.82555	-0.4714
21.375	-0.78565	-0.2342	-0.3964	-0.8204	-0.46805
21.383	-0.78355	-0.21785	-0.38855	-0.8138	-0.4673
21.392	-0.7835	-0.2006	-0.38055	-0.80935	-0.4644
21.400	-0.78635	-0.18065	-0.3713	-0.80095	-0.46105
21.408	-0.78425	-0.15745	-0.36115	-0.79605	-0.46135
21.417	-0.7847	-0.1327	-0.347	-0.78805	-0.45865
21.425	-0.78645	-0.10885	-0.33805	-0.7784	-0.4574
21.433	-0.7852	-0.0835	-0.32845	-0.76905	-0.45255
21.442	-0.7849	-0.05865	-0.31645	-0.76	-0.45265
21.450	-0.78585	-0.03405	-0.3057	-0.7502	-0.45055
21.458	-0.7865	-0.00815	-0.2947	-0.74	-0.44825
21.467	-0.787	0.02045	-0.28165	-0.73	-0.4474
21.475	-0.7871	0.04305	-0.27085	-0.7223	-0.44365
21.483	-0.78905	0.0689	-0.26015	-0.7116	-0.44
21.492	-0.789	0.0928	-0.24895	-0.70205	-0.44
21.500	-0.78755	0.1142	-0.2393	-0.6923	-0.4356
21.508	-0.789	0.13335	-0.2319	-0.6831	-0.4342
21.517	-0.7903	0.1509	-0.22595	-0.6795	-0.43175
21.525	-0.79185	0.16435	-0.2201	-0.67405	-0.4317
21.533	-0.79105	0.17625	-0.2173	-0.6687	-0.43055
21.542	-0.7923	0.18585	-0.21465	-0.66615	-0.42885
21.550	-0.79175	0.19135	-0.21465	-0.66395	-0.42655
21.558	-0.792	0.1943	-0.215	-0.66145	-0.42615
21.567	-0.7924	0.1935	-0.21905	-0.6603	-0.42685
21.575	-0.7927	0.188	-0.2255	-0.66265	-0.42925
21.583	-0.79185	0.1802	-0.2297	-0.6648	-0.43065
21.592	-0.7935	0.17045	-0.2337	-0.67025	-0.43075
21.600	-0.79575	0.1567	-0.2435	-0.6751	-0.4327
21.608	-0.797	0.1411	-0.25195	-0.6817	-0.4338
21.617	-0.79495	0.11895	-0.2589	-0.68985	-0.43595
21.625	-0.7964	0.0987	-0.27075	-0.697	-0.436
21.633	-0.79445	0.0777	-0.28025	-0.70655	-0.43825
21.642	-0.79385	0.05475	-0.29195	-0.71605	-0.44085
21.650	-0.79235	0.03125	-0.3034	-0.72515	-0.44215
21.658	-0.79395	0.00765	-0.31225	-0.73625	-0.4447
21.667	-0.79465	-0.01475	-0.32195	-0.74425	-0.4486
21.675	-0.7943	-0.03655	-0.3314	-0.7531	-0.45
21.683	-0.7948	-0.05925	-0.34185	-0.7627	-0.45525
21.692	-0.7962	-0.0795	-0.35385	-0.7712	-0.4556
21.700	-0.7963	-0.10305	-0.36225	-0.78025	-0.4586
21.708	-0.7984	-0.1206	-0.36945	-0.78735	-0.46155
21.717	-0.7976	-0.14135	-0.37725	-0.79625	-0.46455
21.725	-0.7978	-0.15875	-0.38405	-0.80275	-0.46825
21.733	-0.79905	-0.17295	-0.38895	-0.807	-0.47325
21.742	-0.7989	-0.18755	-0.393	-0.81305	-0.47325
21.750	-0.80035	-0.2003	-0.3986	-0.8198	-0.47615
21.758	-0.8014	-0.2164	-0.40575	-0.8219	-0.47595
21.767	-0.80185	-0.2258	-0.4083	-0.82695	-0.47895
21.775	-0.802	-0.23395	-0.4125	-0.8328	-0.47995
21.783	-0.79995	-0.24285	-0.4158	-0.83725	-0.47965
21.792	-0.80255	-0.2512	-0.41875	-0.841	-0.48085
21.800	-0.8013	-0.25755	-0.42195	-0.84265	-0.481
21.808	-0.80255	-0.26425	-0.42535	-0.84625	-0.4844
21.817	-0.8028	-0.26915	-0.4268	-0.8473	-0.48215
21.825	-0.8025	-0.2758	-0.43165	-0.8464	-0.4816
21.833	-0.8	-0.28	-0.43245	-0.84935	-0.48445
21.842	-0.80275	-0.2841	-0.43565	-0.85115	-0.48555
21.850	-0.8038	-0.2872	-0.43835	-0.85115	-0.48725
21.858	-0.80495	-0.2912	-0.43965	-0.8535	-0.4869
21.867	-0.805	-0.29595	-0.4386	-0.85505	-0.4877
21.875	-0.80475	-0.3004	-0.44165	-0.85605	-0.48725
21.883	-0.80525	-0.3049	-0.44445	-0.85775	-0.48885
21.892	-0.805	-0.30465	-0.4441	-0.8583	-0.48725
21.900	-0.8028	-0.30875	-0.4457	-0.8606	-0.48665
21.908	-0.80375	-0.3116	-0.44815	-0.8632	-0.4864
21.917	-0.80365	-0.31285	-0.44885	-0.86385	-0.48775
21.925	-0.8038	-0.314	-0.44795	-0.8647	-0.48775
21.933	-0.80415	-0.31635	-0.4477	-0.8669	-0.48975
21.942	-0.80315	-0.32145	-0.4519	-0.8676	-0.48765
21.950	-0.8065	-0.32035	-0.4533	-0.8699	-0.4899
21.958	-0.8049	-0.32325	-0.45445	-0.87245	-0.489
21.967	-0.8058	-0.32755	-0.45465	-0.87425	-0.49085
21.975	-0.80625	-0.3295	-0.4554	-0.8732	-0.49245
21.983	-0.80705	-0.33115	-0.45855	-0.8753	-0.493
21.992	-0.80855	-0.33305	-0.45715	-0.8771	-0.4953
22.000	-0.80855	-0.3333	-0.45785	-0.878	-0.4947
22.008	-0.8083	-0.3371	-0.4577	-0.8783	-0.49495
22.017	-0.80955	-0.3379	-0.4582	-0.8747	-0.49555
22.025	-0.8115	-0.3411	-0.45845	-0.87845	-0.496
22.033	-0.8101	-0.3416	-0.4597	-0.88105	-0.49645
22.042	-0.8111	-0.3418	-0.4606	-0.88065	-0.4948
22.050	-0.81155	-0.3418	-0.45835	-0.88215	-0.49435
22.058	-0.8121	-0.34165	-0.45905	-0.88025	-0.49495
22.067	-0.81355	-0.34265	-0.459	-0.8827	-0.4966
22.075	-0.813	-0.34165	-0.45935	-0.88005	-0.494
22.083	-0.8125	-0.33995	-0.45995	-0.8816	-0.4952
22.092	-0.81295	-0.337	-0.46175	-0.8785	-0.4968
22.100	-0.8147	-0.33595	-0.45735	-0.8786	-0.49735
22.108	-0.81575	-0.33455	-0.45685	-0.8774	-0.49675
22.117	-0.8158	-0.32795	-0.45605	-0.87745	-0.49675
22.125	-0.8154	-0.329	-0.4561	-0.87695	-0.4963
22.133	-0.81635	-0.32715	-0.45485	-0.87745	-0.49465
22.142	-0.8175	-0.32435	-0.45405	-0.877	-0.49415
22.150	-0.8147	-0.3224	-0.4537	-0.87445	-0.49355
22.158	-0.81405	-0.3189	-0.4533	-0.87285	-0.49305
22.167	-0.8159	-0.3193	-0.45195	-0.8765	-0.4923
22.175	-0.8147	-0.3131	-0.4508	-0.87585	-0.49315
22.183	-0.81485	-0.3114	-0.44745	-0.87445	-0.49395
22.192	-0.81785	-0.3098	-0.45015	-0.87625	-0.4939
22.200	-0.81745	-0.3078	-0.45065	-0.87805	-0.495
22.208	-0.8169	-0.3064	-0.451	-0.87675	-0.49545
22.217	-0.8176	-0.3061	-0.4503	-0.87555	-0.4963
22.225	-0.81725	-0.30585	-0.451	-0.8759	-0.49585
22.233	-0.81875	-0.306	-0.4529	-0.87655	-0.4974
22.242	-0.81945	-0.30865	-0.45215	-0.87665	-0.4979
22.250	-0.8192	-0.3091	-0.4521	-0.87745	-0.49775
22.258	-0.82225	-0.3112	-0.45205	-0.8758	-0.49665
22.267	-0.8217	-0.31575	-0.4534	-0.8773	-0.49875
22.275	-0.821	-0.3205	-0.4545	-0.87635	-0.4996
22.283	-0.81995	-0.32075	-0.4563	-0.88	-0.4983
22.292	-0.82235	-0.3222	-0.4569	-0.88405	-0.49735
22.300	-0.823	-0.327	-0.4602	-0.88485	-0.50045
22.308	-0.82365	-0.33085	-0.46135	-0.88605	-0.50145
22.317	-0.82315	-0.3334	-0.46195	-0.8872	-0.5015
22.325	-0.82155	-0.3361	-0.46445	-0.88985	-0.4988
22.333	-0.8221	-0.33935	-0.4677	-0.88975	-0.4997
22.342	-0.82205	-0.3455	-0.46985	-0.88955	-0.50185
22.350	-0.8201	-0.3488	-0.4725	-0.8908	-0.50395
22.358	-0.82495	-0.3527	-0.4736	-0.89125	-0.5058
22.367	-0.826	-0.35355	-0.47565	-0.89245	-0.5055
22.375	-0.8251	-0.35615	-0.47645	-0.8947	-0.5076
22.383	-0.82445	-0.3609	-0.47855	-0.89605	-0.5067
22.392	-0.825	-0.3671	-0.4784	-0.8973	-0.50425
22.400	-0.82645	-0.37125	-0.4804	-0.89985	-0.50485
22.408	-0.8236	-0.37305	-0.4819	-0.90095	-0.50565
22.417	-0.82375	-0.3763	-0.4835	-0.90395	-0.50555
22.425	-0.82475	-0.379	-0.4841	-0.90425	-0.5055
22.433	-0.8251	-0.38	-0.48495	-0.908	-0.506
22.442	-0.8253	-0.38105	-0.48385	-0.9088	-0.509
22.450	-0.82685	-0.3845	-0.48785	-0.9114	-0.5078
22.458	-0.82545	-0.38795	-0.48985	-0.91185	-0.5089
22.467	-0.82635	-0.38855	-0.49185	-0.9119	-0.50925
22.475	-0.8252	-0.3915	-0.49345	-0.91275	-0.5089
22.483	-0.8271	-0.3946	-0.49385	-0.91475	-0.5121
22.492	-0.8266	-0.3981	-0.4964	-0.91675	-0.5134
22.500	-0.8275	-0.40045	-0.49505	-0.91735	-0.5127
22.508	-0.82925	-0.40325	-0.49635	-0.91975	-0.51405
22.517	-0.82765	-0.40855	-0.49495	-0.9177	-0.5134
22.525	-0.82745	-0.4107	-0.49645	-0.9177	-0.51165
22.533	-0.82935	-0.41395	-0.49905	-0.921	-0.5118
22.542	-0.8296	-0.4175	-0.5	-0.92185	-0.51325
22.550	-0.8301	-0.4189	-0.5007	-0.9252	-0.51465
22.558	-0.82925	-0.42095	-0.5018	-0.9263	-0.51365
22.567	-0.82935	-0.4228	-0.50335	-0.9277	-0.5139
22.575	-0.82915	-0.42415	-0.50495	-0.9278	-0.51405
22.583	-0.82915	-0.42555	-0.50535	-0.92975	-0.5153
22.592	-0.83015	-0.42985	-0.50825	-0.92665	-0.5165
22.600	-0.82855	-0.4312	-0.5099	-0.9284	-0.51785
22.608	-0.82965	-0.4332	-0.5097	-0.929	-0.51875
22.617	-0.8319	-0.43375	-0.50875	-0.93005	-0.5171
22.625	-0.83265	-0.43325	-0.5105	-0.9303	-0.5193
22.633	-0.83435	-0.4367	-0.5114	-0.93225	-0.519
22.642	-0.8332	-0.4399	-0.5125	-0.93335	-0.5195
22.650	-0.8335	-0.44125	-0.51255	-0.93425	-0.5176
22.658	-0.8334	-0.443	-0.5141	-0.935	-0.51795
22.667	-0.8338	-0.44455	-0.51675	-0.9364	-0.51805
22.675	-0.83135	-0.4448	-0.5138	-0.9378	-0.51875
22.683	-0.83235	-0.4463	-0.5151	-0.9392	-0.5186
22.692	-0.83275	-0.44585	-0.51585	-0.93775	-0.521
22.700	-0.83225	-0.4471	-0.51775	-0.93895	-0.5197
22.708	-0.83365	-0.44545	-0.51945	-0.94065	-0.51855
22.717	-0.8351	-0.4466	-0.5199	-0.94035	-0.5178
22.725	-0.8341	-0.4476	-0.5209	-0.94055	-0.52215
22.733	-0.8339	-0.45085	-0.52005	-0.9408	-0.52225
22.742	-0.8346	-0.45145	-0.51915	-0.9428	-0.5232
22.750	-0.8356	-0.45355	-0.5222	-0.94375	-0.5245
22.758	-0.8358	-0.45395	-0.52015	-0.94325	-0.5212
22.767	-0.8363	-0.4529	-0.51975	-0.94415	-0.52195
22.775	-0.83665	-0.45545	-0.5203	-0.945	-0.52115
22.783	-0.83775	-0.4551	-0.51975	-0.945	-0.52395
22.792	-0.83725	-0.45595	-0.5188	-0.94475	-0.52225
22.800	-0.8378	-0.4609	-0.5212	-0.94765	-0.5223
22.808	-0.83785	-0.46085	-0.5224	-0.9476	-0.52345
22.817	-0.83845	-0.46045	-0.52025	-0.94905	-0.5248
22.825	-0.8392	-0.4586	-0.5214	-0.95035	-0.52495
22.833	-0.83985	-0.4601	-0.5219	-0.9493	-0.52395
22.842	-0.841	-0.46155	-0.5231	-0.9474	-0.52205
22.850	-0.8385	-0.462	-0.52275	-0.94675	-0.5226
22.858	-0.83585	-0.4592	-0.52355	-0.94605	-0.5256
22.867	-0.83995	-0.45965	-0.52495	-0.94895	-0.5268
22.875	-0.83955	-0.4608	-0.5256	-0.9466	-0.5262
22.883	-0.84165	-0.4599	-0.52355	-0.9479	-0.5259
22.892	-0.8411	-0.461	-0.52485	-0.9493	-0.5268
22.900	-0.84295	-0.4636	-0.52515	-0.9482	-0.52685
22.908	-0.8415	-0.4634	-0.52585	-0.9486	-0.526
22.917	-0.84195	-0.46265	-0.52395	-0.94835	-0.5248
22.925	-0.83895	-0.46295	-0.5225	-0.95015	-0.5257
22.933	-0.84015	-0.4615	-0.52415	-0.95025	-0.52375
22.942	-0.83915	-0.46215	-0.52345	-0.9497	-0.5254
22.950	-0.83935	-0.45685	-0.5222	-0.95245	-0.5256
22.958	-0.84045	-0.4579	-0.5211	-0.95175	-0.52465
22.967	-0.84005	-0.45915	-0.5232	-0.95175	-0.5237
22.975	-0.8409	-0.45705	-0.52025	-0.9514	-0.5243
22.983	-0.84025	-0.4547	-0.5223	-0.95105	-0.5251
22.992	-0.8405	-0.45535	-0.52155	-0.95175	-0.5255
23.000	-0.84225	-0.4522	-0.5197	-0.95	-0.52695
23.008	-0.84055	-0.45145	-0.5189	-0.9499	-0.52575
23.017	-0.84255	-0.44685	-0.5148	-0.9496	-0.52705
23.025	-0.84275	-0.44455	-0.5151	-0.9483	-0.5259
23.033	-0.84135	-0.4408	-0.5114	-0.94545	-0.52565
23.042	-0.84275	-0.43565	-0.5101	-0.94335	-0.52685
23.050	-0.842	-0.4327	-0.50785	-0.94555	-0.5261
23.058	-0.8417	-0.4251	-0.505	-0.94225	-0.5263
23.067	-0.84245	-0.4178	-0.5035	-0.94125	-0.5236
23.075	-0.84455	-0.41055	-0.4992	-0.93725	-0.5216
23.083	-0.84365	-0.4017	-0.4939	-0.9349	-0.5225
23.092	-0.84325	-0.39175	-0.49065	-0.9328	-0.52145
23.100	-0.842	-0.37815	-0.4842	-0.92605	-0.51715
23.108	-0.8426	-0.36515	-0.4812	-0.92295	-0.5194
23.117	-0.8419	-0.35335	-0.47405	-0.91675	-0.5177
23.125	-0.843	-0.3384	-0.46645	-0.9111	-0.5179
23.133	-0.84625	-0.32045	-0.4599	-0.90635	-0.5157
23.142	-0.84515	-0.3022	-0.45195	-0.90015	-0.51345
23.150	-0.84605	-0.288	-0.44445	-0.8945	-0.5124
23.158	-0.845	-0.26855	-0.43545	-0.88755	-0.50975
23.167	-0.8465	-0.2498	-0.42875	-0.88175	-0.5051
23.175	-0.8447	-0.23145	-0.41935	-0.874	-0.50345
23.183	-0.8441	-0.2121	-0.4107	-0.86605	-0.50145
23.192	-0.84345	-0.195	-0.40345	-0.861	-0.4984
23.200	-0.84425	-0.1734	-0.3956	-0.8543	-0.49705
23.208	-0.8429	-0.1554	-0.38555	-0.84945	-0.49575
23.217	-0.8429	-0.13805	-0.3801	-0.8447	-0.4946
23.225	-0.84365	-0.12325	-0.37385	-0.8392	-0.49135
23.233	-0.84385	-0.11175	-0.37155	-0.8312	-0.492
23.242	-0.846	-0.1006	-0.36675	-0.8255	-0.4891
23.250	-0.84445	-0.0917	-0.36385	-0.82165	-0.4905
23.258	-0.8454	-0.08555	-0.3604	-0.81985	-0.4904
23.267	-0.84465	-0.08075	-0.35895	-0.81715	-0.4888
23.275	-0.84535	-0.08115	-0.35905	-0.8151	-0.4872
23.283	-0.84895	-0.0835	-0.3584	-0.81345	-0.4872
23.292	-0.8486	-0.08885	-0.36165	-0.8141	-0.48715
